CLIB122_UNIPROT	CLIB122_NCBI	Standard_A	Standard_B	Standard_C	Standard_D	HighTemp_A	HighTemp_B	HighTemp_C	LowpH_A	LowpH_B	LowpH_C	LowpH_D
Q6CES1	YALI0B13464g1_1	6.8708E-07	8.60441E-07	1.97062E-06	9.71713E-07	2.83447E-07	6.19493E-07	2.63754E-07	2.52141E-07	1.1338E-07	2.04834E-07	2.8899E-07
Q6C1H5	YALI0F16181g1_1	5.41982E-07	4.10115E-06	4.99681E-07	2.89172E-06	3.11815E-06	2.95271E-06	1.25714E-06	1.20179E-06	3.26535E-06	3.13834E-07	2.6754E-06
Q6CDR9	YALI0B21692g1_1	6.38647E-07	2.48806E-06	1.83171E-06	5.45756E-06	4.95244E-06	1.79134E-06	4.60837E-06	3.26847E-06	1.981E-06	2.23451E-06	0
Q6CB92	YALI0C20999g1_1	7.80091E-07	0	2.23738E-06	2.21423E-07	1.44268E-06	1.75837E-06	5.81645E-07	1.72977E-06	1.51079E-06	4.51711E-07	2.04859E-07
Q6C735	YALI0E04092g1_1	1.6782E-07	0	4.81325E-07	4.60993E-07	4.18326E-07	1.17678E-06	6.44223E-08	1.85413E-06	1.96385E-06	5.87173E-07	8.28414E-07
Q6C3I0	YALI0E34672g1_1	1.92595E-06	4.68468E-06	5.52383E-06	1.70063E-06	1.54323E-06	4.3412E-06	1.43601E-06	1.37278E-06	1.19899E-06	2.16611E-06	5.05772E-07
Q6C400	YALI0E30943g1_1	4.6584E-06	5.83378E-06	4.29482E-06	7.98952E-06	5.97844E-06	6.05257E-06	3.47336E-06	3.32042E-06	4.64488E-06	5.23928E-06	3.80569E-06
Q6C0J1	YALI0F24255g1_1	2.6751E-06	3.35007E-06	7.92794E-07	7.59306E-07	2.1435E-06	1.50592E-06	1.99458E-06	3.05395E-06	1.66537E-06	3.00867E-06	7.02504E-07
Q6CAS0	YALI0D00451g1_1	7.23656E-07	1.76022E-06	6.67176E-07	2.86456E-06	1.33831E-06	1.63116E-06	2.68843E-06	0	0	0	0
Q6CHH9	YALI0A08646g1_1	3.04121E-06	6.30309E-07	2.80385E-06	1.38258E-06	3.903E-06	2.03437E-06	1.16745E-06	2.57587E-06	2.24977E-06	2.91444E-07	4.11184E-07
Q6C6X0	YALI0E05599g1_1	5.77054E-07	7.22654E-07	1.71016E-07	1.63792E-07	7.40573E-07	1.30071E-06	6.89121E-07	1.64693E-06	5.75379E-07	6.49011E-07	4.71425E-07
Q6C3H2	YALI0E34852g1_1	4.1365E-06	5.1802E-06	3.81365E-06	3.65255E-06	3.31449E-06	2.3286E-06	4.93983E-06	2.94842E-06	2.57516E-06	7.45134E-06	6.56371E-06
Q6BZX6	YALI0F30129g1_1	6.92121E-07	8.66754E-07	0	0	5.36711E-06	2.79751E-06	3.70529E-06	7.64677E-06	3.09372E-06	5.58914E-06	1.759E-06
Q6C7V4	YALI0D25058g1_1	2.57576E-07	0	7.38754E-07	1.37428E-06	1.99739E-06	1.40327E-06	2.39225E-06	9.14776E-07	2.48551E-06	4.63988E-07	0
Q6C4K0	YALI0E26125g1_1	4.91533E-06	6.15555E-06	4.5317E-06	4.34027E-06	3.24776E-06	2.28172E-06	3.02212E-06	0	0	0	0
Q6CB30	YALI0C22341g1_1	1.45872E-06	9.40515E-07	1.34487E-06	2.97288E-06	9.63835E-07	1.69284E-06	1.29242E-06	2.75605E-07	2.40715E-07	1.39791E-07	1.97225E-07
Q6CAB5	YALI0D04268g1_1	2.31625E-06	2.90068E-06	6.86447E-07	2.04527E-06	2.97261E-06	4.05635E-06	5.37262E-06	1.65098E-06	2.30953E-06	4.31136E-07	6.08269E-07
Q6CGA2	YALI0A20944g1_1	4.15917E-06	8.62012E-07	1.97422E-06	6.07804E-07	1.71582E-06	1.20545E-06	1.59661E-06	2.44461E-06	1.33308E-06	3.85735E-06	3.39784E-06
Q6CDU5	YALI0B21120g1_1	0	0	0	3.57419E-06	1.66985E-06	3.64958E-06	3.5863E-06	4.62101E-06	2.99437E-06	1.20673E-06	3.30682E-06
Q6CFV4	YALI0B03366g1_1	9.66643E-07	3.76588E-06	8.91198E-07	2.65532E-06	9.64803E-06	5.26626E-06	2.24216E-06	6.66801E-06	2.99841E-06	1.74128E-06	2.45668E-06
Q6C962	YALI0D13728g1_1	7.96905E-06	3.20799E-06	7.34707E-06	2.18906E-05	1.98645E-05	4.4861E-06	5.94181E-06	9.09765E-06	7.94591E-06	4.61447E-06	6.51033E-06
Q6C031	YALI0F28193g1_1	5.36308E-06	2.15894E-06	1.58941E-06	7.83738E-07	3.6616E-07	2.57247E-07	6.61789E-07	0	0	0	0
Q6C9S3	YALI0D08778g1_1	5.77054E-07	7.22654E-07	1.65505E-06	1.58514E-06	1.20723E-05	7.25594E-06	9.61045E-06	2.11764E-07	1.84955E-07	0	0
Q6C487	YALI0E28853g1_1	1.22759E-06	0	1.13177E-06	3.37212E-06	4.90106E-06	3.44325E-06	6.57192E-06	6.28254E-06	7.39599E-06	6.87924E-06	3.11986E-06
F2Z6D9	YALI0A09383g1_1	2.68351E-06	3.47251E-07	2.47406E-06	1.47945E-06	1.5953E-06	1.94438E-06	1.03014E-06	1.01757E-07	2.76482E-07	1.60563E-07	0
Q6CG44	YALI0B00990g1_1	1.97486E-07	7.69372E-07	5.6641E-07	5.42484E-07	1.53142E-06	5.53926E-07	1.42503E-06	7.01367E-07	8.82743E-07	3.55744E-07	1.56137E-06
Q6C9E8	YALI0D11770g1_1	4.20517E-07	3.18203E-06	2.3426E-06	3.71319E-07	1.67889E-06	3.66933E-06	3.03438E-06	9.32452E-07	1.30439E-06	7.57505E-07	1.06873E-06
Q6C294	YALI0F09669g1_1	1.13755E-06	1.42458E-06	1.04877E-06	3.12481E-06	6.54462E-06	6.19739E-06	6.08993E-06	4.04E-06	5.08476E-06	3.9801E-06	2.89105E-06
Q6CFL7	YALI0B05808g1_1	5.50317E-06	6.8917E-06	0	1.56203E-06	7.06259E-06	4.96183E-06	9.47035E-06	6.28254E-06	5.48719E-06	6.1894E-06	4.49582E-06
Q6CFN8	YALI0B05302g1_1	9.93273E-07	2.41603E-06	9.15749E-07	2.72847E-06	1.83694E-06	1.73948E-06	1.70931E-06	3.64506E-07	3.18361E-07	1.11713E-06	2.60842E-07
Q99145	YALI0C05170g1_1	4.22841E-06	5.29531E-06	0	3.73372E-06	8.98093E-07	1.96285E-06	8.35698E-07	7.98901E-07	3.12802E-06	1.26059E-06	1.7785E-06
Q6C4G6	YALI0E26961g1_1	2.14526E-06	1.38316E-06	1.01828E-06	9.75267E-07	4.55642E-07	1.43504E-06	8.23516E-07	7.87255E-07	1.10128E-06	6.3955E-07	1.75257E-06
Q6C8W0	YALI0D16467g1_1	3.76009E-06	1.51365E-06	1.11435E-06	0	6.95382E-06	1.08979E-06	4.49032E-06	8.33761E-06	7.28209E-06	9.76056E-06	3.07181E-06
0	YALI0C19624g1_1	4.72996E-07	1.84272E-06	1.3566E-06	4.17659E-07	5.87466E-06	5.00512E-06	6.62925E-06	5.39983E-07	4.71623E-07	2.73888E-07	0
Q6C0Y3	YALI0F20790g1_1	0	2.15206E-06	4.92873E-06	1.51741E-06	7.08931E-07	9.67392E-07	2.0522E-06	1.22489E-06	1.71347E-06	1.93275E-06	2.72682E-06
0	(YALI0C11385g1_1-YALI0F25883g1_1)	2.38134E-05	2.98219E-05	1.13034E-05	3.36784E-05	9.82393E-06	3.55339E-06	9.14141E-06	8.7389E-06	7.63258E-06	7.0993E-06	1.00161E-05
Q6C503	YALI0E22220g1_1	7.36005E-06	9.21711E-06	3.49356E-06	6.49897E-06	3.0363E-06	2.13316E-06	2.82536E-06	1.39058E-06	3.77831E-06	4.26183E-06	3.09569E-06
Q6CGR9	YALI0A16797g1_1	2.02111E-07	0	1.12592E-06	1.72714E-06	8.06917E-07	3.53949E-07	1.08201E-06	1.39419E-06	9.03419E-07	1.17032E-07	9.97687E-07
Q6C9P1	YALI0D09493g1_1	2.59326E-06	3.24758E-06	2.39086E-06	2.28987E-06	1.06982E-06	7.51603E-07	6.01514E-06	4.26622E-06	2.58573E-06	4.82697E-07	4.11493E-06
Q6C7K6	YALI0D27302g1_1	1.24697E-06	5.01977E-07	1.14965E-06	1.10108E-06	9.99174E-07	1.62017E-06	9.29756E-07	2.05141E-06	1.79171E-06	1.40247E-06	3.27466E-07
Q6C7U5	YALI0D25256g1_1	5.82774E-07	0	5.37289E-07	0	2.32669E-06	5.08514E-06	4.2052E-06	2.06971E-06	3.51111E-06	2.03903E-06	4.76098E-07
Q6CDS0	YALI0B21670g1_1	0	0	0	0	6.79412E-07	9.27111E-07	1.96675E-06	1.94276E-07	5.27861E-07	0	0
Q6C369	YALI0F02167g1_1	4.87095E-06	6.09996E-06	4.49078E-06	0	1.21418E-05	6.32873E-06	5.81691E-06	1.78751E-06	9.43346E-06	9.06654E-07	3.97933E-06
Q6C0B0	YALI0F26323g1_1	2.22604E-06	0	2.0523E-06	1.9656E-06	4.11678E-06	6.24379E-06	3.83076E-06	4.936E-06	2.21957E-06	1.28898E-06	5.84577E-07
Q6C5X0	YALI0E14443g1_1	1.12914E-06	2.74651E-06	1.04101E-06	1.93656E-06	1.49735E-07	3.27257E-07	4.33451E-07	4.14365E-07	7.0294E-07	2.10172E-07	2.86966E-06
Q6C5I9	YALI0E17699g1_1	9.47417E-07	3.81389E-07	1.69656E-06	1.6249E-06	1.75213E-06	1.65917E-06	1.6304E-06	3.47678E-07	9.76124E-08	5.486E-07	7.73994E-07
Q6BZY2	YALI0F29997g1_1	1.31529E-06	2.72601E-07	1.21263E-06	5.9795E-07	8.69064E-07	8.79841E-07	1.57073E-06	7.73078E-07	4.21572E-07	3.92117E-07	1.77832E-07
Q6C8A4	YALI0D21362g1_1	1.77995E-07	2.22905E-07	5.10507E-07	4.88942E-07	4.43688E-07	4.99255E-07	1.28438E-06	1.22783E-06	1.07239E-06	3.20633E-07	1.45413E-07
Q6CEX2	YALI0B12210g1_1	0	5.67423E-07	4.17735E-07	2.41749E-06	1.12944E-06	7.93492E-07	1.05098E-06	1.60917E-06	1.40546E-06	8.16197E-07	3.58231E-06
0	0	1.42159E-06	5.7227E-07	4.21303E-07	1.25527E-06	1.13909E-06	5.74598E-06	5.45715E-07	1.01328E-06	1.41746E-06	2.64607E-07	1.16137E-06
Q6C9Y8	YALI0D07282g1_1	5.95983E-07	1.44967E-06	5.49467E-07	5.26257E-07	2.45866E-07	5.37357E-07	2.28784E-07	4.24805E-07	1.91022E-07	3.45103E-07	4.86889E-07
Q6C163	0	0	1.09053E-06	0	7.4415E-06	1.11757E-06	1.52501E-06	2.01986E-06	4.45663E-06	2.70114E-06	3.04681E-06	7.11408E-07
Q6C7J1	YALI0E00418g1_1	1.35174E-06	0	0	7.21213E-06	3.36949E-06	2.36724E-06	7.23657E-06	4.80067E-06	2.61788E-06	7.57498E-06	3.43539E-06
Q6C2F8	YALI0F08283g1_1	3.94607E-07	4.94173E-07	1.13177E-06	1.08397E-06	5.06426E-07	6.91058E-07	4.71242E-07	4.35975E-06	3.80782E-06	3.1866E-06	1.00288E-06
Q6C9X9	YALI0D07480g1_1	0	0	3.44791E-07	3.30227E-07	2.90006E-06	3.95736E-06	4.46609E-07	1.32818E-06	3.60877E-06	6.73675E-07	3.05524E-07
Q6C788	YALI0E02794g1_1	2.81499E-06	3.52525E-06	0	7.73263E-06	1.16129E-06	2.53808E-06	1.08061E-06	3.21365E-06	4.04471E-06	1.63001E-06	2.29971E-06
Q6C605	YALI0E13574g1_1	1.72672E-06	6.95103E-07	3.09208E-06	4.74322E-06	2.21602E-06	3.02393E-06	2.06206E-06	6.33663E-07	5.53443E-07	3.21403E-07	4.53452E-07
Q6C608	YALI0E13508g1_1	1.52418E-06	6.1357E-07	4.37152E-06	2.6141E-06	1.2213E-06	8.58025E-07	2.62295E-06	5.59336E-07	9.48873E-07	1.71424E-06	4.00264E-07
Q6CA49	YALI0D05929g1_1	5.64924E-06	0	0	2.56823E-06	1.19987E-06	1.63732E-06	2.16862E-06	2.07313E-06	4.17909E-06	5.23928E-06	4.61516E-06
Q6CC88	0	1.51072E-06	1.14315E-05	4.33289E-06	8.06036E-06	3.76578E-06	4.3785E-07	1.80411E-06	3.34986E-06	4.8421E-07	8.46588E-06	1.19441E-05
Q6CC16	YALI0C13508g1_1	0	0	0	1.25527E-06	1.82442E-06	4.83552E-06	5.28129E-06	1.01328E-06	1.41746E-06	8.23169E-07	0
Q6CD23	0	2.87051E-06	1.15554E-06	2.64647E-06	2.53468E-06	1.18419E-06	5.02699E-06	1.10192E-06	1.0534E-06	9.20045E-07	3.22845E-06	2.34507E-06
Q6C0H2	YALI0F24717g1_1	5.44556E-07	0	5.02054E-07	4.80847E-07	1.35742E-06	2.20107E-06	2.9153E-06	2.78693E-06	4.22281E-06	4.3975E-06	2.68811E-06
Q6CCR8	YALI0C07128g1_1	0	0	2.24401E-06	6.90866E-07	2.51024E-06	1.37019E-06	1.8148E-06	5.57681E-07	7.80131E-07	4.53049E-07	1.2415E-06
Q6C1A0	YALI0F18084g1_1	1.14038E-06	2.36351E-07	5.413E-07	5.18435E-07	2.42211E-07	1.02821E-06	7.01147E-07	4.18491E-07	1.13707E-06	6.60337E-07	1.54184E-07
0	YALI0D13002g1_1	2.41251E-06	0	7.14975E-07	2.13026E-06	9.95254E-07	6.99217E-07	9.26108E-07	3.96887E-06	3.46642E-06	8.44096E-06	3.82813E-06
Q6C5A4	YALI0E19701g1_1	1.85436E-05	2.32224E-05	8.802E-06	8.43019E-06	7.64994E-06	2.76704E-06	3.66493E-06	3.50356E-06	5.94353E-06	1.71979E-05	7.79955E-06
Q6C4Q8	YALI0E24475g1_1	1.00921E-05	1.26385E-05	9.30439E-06	8.91136E-06	4.16336E-06	2.92498E-06	7.52476E-06	7.19344E-06	1.00628E-05	5.8438E-06	8.24473E-06
Q6C648	YALI0E12463g1_1	1.60183E-06	6.44828E-07	4.7472E-07	1.41443E-06	2.05574E-06	3.61061E-06	4.78223E-06	2.6352E-06	9.97212E-07	9.27538E-07	4.20655E-07
Q6C1A4	YALI0F17974g1_1	0	0	8.79317E-07	2.61992E-06	1.76385E-06	1.2392E-06	2.21226E-06	1.56904E-06	9.50988E-07	1.77528E-07	2.50465E-07
Q6CBM3	YALI0C17325g1_1	0	0	0	3.79652E-06	9.13198E-07	6.41569E-07	5.13453E-06	4.90845E-06	4.28705E-06	2.48964E-06	1.80841E-06
Q6CAS1	YALI0D00429g1_1	2.85181E-06	3.57136E-06	2.62923E-06	2.51816E-06	1.17648E-06	8.26537E-07	2.12634E-06	1.04654E-06	9.14051E-07	3.20742E-06	2.32979E-06
Q6C5B2	YALI0E19536g1_1	1.52876E-07	6.15412E-08	1.40944E-07	2.62194E-07	1.22496E-07	8.606E-08	1.13986E-07	3.38986E-07	1.52432E-07	1.71939E-07	1.24892E-07
Q6CFK6	YALI0B06116g1_1	1.92595E-06	7.75305E-07	3.44885E-06	1.70063E-06	7.94529E-07	1.7365E-06	7.39329E-07	2.19871E-06	3.72995E-06	4.99944E-06	5.05772E-07
Q6C1Z0	YALI0F12221g1_1	0	0	3.87696E-07	7.2122E-07	5.57649E-08	1.21878E-07	7.23664E-07	1.81112E-06	6.0422E-07	2.435E-07	1.06873E-06
Q6C9R4	YALI0D08976g1_1	0	4.5793E-07	1.04877E-06	3.22886E-07	4.69285E-07	1.02566E-06	2.63859E-06	1.29866E-06	3.52855E-06	6.58699E-07	2.98732E-07
Q6C325	YALI0F03201g1_1	7.08316E-06	8.87035E-06	2.09917E-06	6.25448E-06	9.393E-07	2.05291E-06	2.71906E-06	5.04874E-06	2.27027E-06	4.1015E-06	1.12394E-05
Q6CA02	YALI0D06974g1_1	4.18205E-06	2.69639E-06	6.38102E-07	3.69278E-06	3.98193E-06	1.94132E-06	3.70529E-06	2.53991E-07	3.09372E-06	1.24676E-06	5.65429E-07
Q6C8P0	YALI0D18150g1_1	0	0	3.98951E-07	0	1.07866E-06	2.35748E-06	2.31661E-06	3.84199E-06	1.93424E-06	2.42494E-06	2.13607E-06
Q6C273	YALI0F10197g1_1	1.76899E-06	0	5.2426E-07	5.02115E-07	0	9.95838E-07	6.79076E-07	2.9102E-06	2.54178E-06	1.98958E-06	2.807E-06
Q6C376	YALI0F02013g1_1	0	0	0	1.61682E-06	1.46717E-06	2.37903E-06	1.36524E-06	3.01227E-06	3.54613E-06	4.75305E-06	4.6535E-06
Q6C3A8	YALI0F01210g1_1	2.32962E-06	0	6.6816E-06	3.99549E-06	1.86668E-06	2.10046E-06	1.73699E-06	2.74811E-07	7.46683E-07	4.33625E-07	0
Q6C3V0	YALI0E31955g1_1	2.23732E-05	4.63698E-06	1.06198E-05	1.97557E-05	4.75196E-06	1.07316E-06	8.58857E-06	1.31502E-05	7.17099E-06	6.66996E-06	9.41033E-06
Q6BZR8	YALI0F31405g1_1	3.5834E-05	4.63698E-06	0	1.97557E-05	4.75196E-06	1.07316E-06	4.42182E-06	8.2104E-06	3.69198E-06	2.14406E-06	3.02495E-06
Q6C3W5	YALI0E31647g1_1	6.03531E-07	7.55811E-07	1.73099E-06	1.65787E-06	7.74552E-07	1.05694E-06	7.2074E-07	1.33827E-06	4.68014E-06	2.11165E-06	4.93056E-07
Q6CDE2	YALI0C01221g1_1	6.48307E-06	1.34365E-06	0	2.9473E-06	6.17285E-06	3.00947E-06	3.98602E-06	3.81051E-06	2.07793E-06	1.93275E-06	0
Q6CB43	YALI0C22066g1_1	3.51177E-07	0	3.23769E-07	9.9679E-08	1.44874E-07	1.97692E-07	8.14566E-07	4.00912E-07	2.18624E-07	3.94968E-07	2.86895E-07
Q6C0E7	YALI0F25399g1_1	8.37445E-06	3.37119E-06	2.48186E-06	2.37702E-06	3.45478E-06	4.71432E-06	6.24408E-06	5.96915E-06	8.35014E-06	9.41871E-06	6.84152E-06
Q6C0J6	YALI0F24101g1_1	3.56338E-07	4.46247E-07	3.28526E-07	3.14648E-07	2.76325E-06	5.23736E-06	4.2554E-07	1.30767E-07	6.90112E-07	6.41894E-07	9.05617E-07
Q6CFS7	YALI0B04224g1_1	1.16973E-05	1.46487E-05	1.07843E-05	1.03288E-05	4.82558E-06	1.08979E-06	8.72164E-06	1.33539E-05	1.20517E-06	6.7733E-06	3.07181E-06
Q6C0C4	YALI0F25905g1_1	2.33476E-05	3.02123E-06	0	6.62705E-06	6.01369E-06	4.22493E-06	2.88104E-06	5.34949E-06	2.40551E-06	4.34582E-06	1.97091E-06
Q6C3X4	YALI0E31493g1_1	3.12559E-06	6.47796E-07	1.48361E-06	2.75991E-06	6.63858E-07	1.45091E-06	1.19984E-06	2.64733E-06	2.31219E-06	9.31808E-07	1.31464E-06
Q6BZW1	YALI0F30459g1_1	1.70175E-07	2.13113E-07	1.56893E-07	4.67462E-07	4.24196E-07	1.19329E-06	9.11036E-07	8.70922E-07	1.69681E-07	5.95412E-07	1.39025E-07
0	0	5.66794E-06	7.09805E-06	5.22557E-06	5.00483E-06	4.54161E-06	3.19072E-06	4.22608E-06	4.04E-06	3.52855E-06	3.28202E-06	4.63044E-06
Q6CFQ1	YALI0B04906g1_1	1.41756E-06	9.13974E-07	2.16292E-07	2.07156E-07	5.84796E-07	9.48251E-07	8.71564E-07	8.33187E-07	4.5435E-07	8.20834E-07	5.96233E-07
Q99158	YALI0E32703g1_1	0	0	0	0	1.53928E-06	1.55836E-06	8.94289E-07	1.97316E-06	1.19592E-06	6.94513E-07	3.04824E-06
Q6C368	YALI0F02189g1_1	1.89666E-06	0	1.74863E-06	5.38352E-07	2.43411E-06	5.49708E-07	1.41417E-06	6.96026E-07	1.18076E-06	3.41658E-06	1.54948E-06
Q6CCB1	YALI0C10945g1_1	9.51636E-07	0	1.45202E-07	4.32628E-07	3.92586E-07	2.75812E-07	3.65311E-07	8.06022E-07	4.88526E-07	2.83704E-07	4.00264E-07
Q6C492	YALI0E28721g1_1	8.81413E-06	1.10381E-05	0	1.51169E-05	3.63616E-06	2.55459E-06	1.08764E-06	3.23456E-06	5.48719E-06	2.288E-05	2.24007E-05
Q6C8C8	YALI0D20702g1_1	4.65875E-07	0	4.29514E-07	4.1137E-07	3.73296E-07	6.05302E-07	8.01719E-07	1.03303E-06	6.69392E-07	2.69764E-07	3.80597E-07
Q6C7U8	YALI0D25190g1_1	7.07606E-07	0	2.02949E-06	6.2482E-07	4.07102E-06	2.8601E-06	3.78819E-06	2.51305E-06	1.37041E-06	1.27466E-06	5.7808E-07
Q6C8B1	YALI0D21142g1_1	0	4.08205E-07	9.34886E-07	1.73914E-06	1.30137E-06	9.14282E-07	1.21096E-06	7.22781E-07	3.25014E-07	1.14048E-06	8.28414E-07
Q6C365	YALI0F02255g1_1	6.66303E-07	8.34422E-07	6.14299E-07	5.8835E-07	8.55112E-07	1.86891E-06	2.47536E-06	2.36636E-06	4.01436E-06	1.20026E-06	1.69338E-06
Q6C356	YALI0F02453g1_1	3.76819E-07	4.71897E-07	2.09917E-06	1.0351E-06	2.16793E-06	1.05694E-06	8.74043E-07	8.35557E-07	3.75725E-07	6.78789E-07	9.57671E-07
Q6C5Q6	YALI0E16060g1_1	1.99009E-07	0	0	5.46667E-07	2.55401E-07	5.58198E-07	0	2.27193E-07	3.85416E-07	3.58487E-07	9.82371E-07
Q6CDM0	YALI0B22902g1_1	3.69786E-07	0	3.40924E-07	0	2.12746E-06	2.01459E-06	1.37378E-06	2.55082E-06	7.16156E-07	2.98616E-06	2.92362E-06
Q6C450	YALI0E29667g1_1	0	0	9.57316E-06	0	4.28363E-06	6.94593E-06	2.0522E-06	1.96184E-06	1.71347E-06	6.0126E-06	4.3674E-06
F2Z658	YALI0E25845g1_1	4.42243E-06	1.78028E-06	7.91934E-06	3.90503E-06	1.82442E-06	2.48956E-06	1.69767E-06	3.15222E-06	2.75316E-06	1.54733E-05	1.61964E-05
Q6C3M9	YALI0E33495g1_1	5.94492E-07	2.31604E-06	5.48092E-07	5.2494E-07	2.37347E-06	1.66749E-06	7.09945E-07	1.31822E-06	1.15134E-06	1.0709E-06	2.9346E-06
Q6C121	YALI0F19888g1_1	0.000000937	0	8.63868E-07	1.36929E-07	0	1.39818E-07	5.95285E-08	5.50734E-07	4.81013E-07	8.69003E-07	3.94108E-07
O43108	YALI0E09471g1_1	3.35212E-07	4.19791E-07	6.00272E-07	2.95994E-07	1.38288E-07	1.88705E-07	1.2868E-07	2.38933E-07	2.08685E-07	1.94104E-07	2.73852E-07
B5FVD6	YALI0C23379g1_1	1.75047E-07	2.19215E-07	5.02054E-07	4.80847E-07	1.00709E-06	7.07532E-07	6.50312E-07	1.99838E-07	3.39011E-07	0	1.43005E-07
Q6C4D8	YALI0E27632g1_1	0	5.44151E-07	1.24624E-06	3.8368E-07	1.08312E-06	4.59793E-06	1.61425E-06	9.63493E-07	2.61788E-06	2.51606E-07	3.54978E-07
Q6C1I3	YALI0F16005g1_1	3.94607E-07	0	3.63809E-07	1.08397E-06	9.8364E-07	2.76704E-06	9.15302E-07	0.000000875	7.64228E-07	1.38066E-06	1.00288E-06
Q6C8H0	YALI0D19734g1_1	6.84802E-06	8.57588E-06	6.31354E-06	6.04685E-06	2.82507E-06	3.85503E-06	2.6288E-06	1.12658E-05	6.82814E-06	1.27466E-06	1.79835E-06
Q6C1N0	YALI0F14861g1_1	1.15469E-06	1.44604E-06	0	1.0196E-06	4.76355E-07	1.04111E-06	1.37894E-06	4.10087E-06	5.16136E-06	9.32457E-06	9.43327E-07
Q6CAK6	YALI0D01980g1_1	9.28799E-07	0	8.56307E-07	7.93705E-06	3.70817E-06	3.75415E-06	1.10918E-06	1.06034E-06	9.26103E-07	1.67311E-06	7.58784E-07
Q6C643	YALI0E12573g1_1	3.99266E-07	1.55548E-06	1.14514E-06	1.09676E-06	2.29707E-06	1.61381E-06	9.26108E-07	8.8533E-07	7.7325E-07	1.39696E-06	1.01472E-06
Q6CCL9	YALI0C08305g1_1	5.85668E-07	2.28167E-06	5.39958E-07	1.6088E-06	2.33824E-06	1.64274E-06	6.99409E-07	1.29866E-06	1.81667E-06	3.39131E-07	1.48845E-06
Q6C8M8	YALI0D18403g1_1	7.17166E-07	0	6.61192E-07	4.3945E-07	2.12147E-08	4.63662E-08	2.75304E-07	1.82634E-07	9.95932E-08	2.97774E-08	0
Q6C7L9	YALI0D27016g1_1	4.283E-07	1.72415E-07	3.94872E-07	3.78192E-07	7.92088E-07	3.86169E-07	5.11479E-07	4.88957E-07	2.66636E-07	7.97217E-08	1.12475E-07
Q6C1D4	YALI0F17270g1_1	1.00703E-06	3.92324E-06	9.28436E-07	8.89218E-07	4.1544E-07	2.91868E-07	1.20261E-06	2.23299E-06	6.06721E-06	3.52344E-06	4.97104E-06
Q6C682	YALI0E11671g1_1	9.34939E-07	1.17084E-06	0	4.98832E-06	3.73268E-06	6.55592E-06	3.47336E-06	3.43099E-07	1.81068E-06	1.68417E-06	7.638E-07
Q6C0D2	YALI0F25729g1_1	8.99051E-07	3.50256E-06	8.28881E-07	7.93868E-07	5.17245E-06	3.63391E-06	3.34003E-06	1.02638E-06	8.96441E-07	5.20594E-07	0
Q6C757	YALI0E03586g1_1	2.10663E-06	8.20707E-06	6.04202E-06	5.7868E-06	2.70358E-06	1.8994E-06	2.51575E-06	2.40497E-06	6.75209E-07	3.7948E-06	5.3539E-06
0	YALI0C23584g1_1	2.7256E-07	3.41331E-07	2.51287E-07	2.40672E-07	1.12441E-07	7.89959E-08	1.0463E-07	1.94276E-07	1.69681E-07	1.57825E-07	2.22668E-07
Q6CI09	YALI0A02673g1_1	5.19589E-06	1.07688E-06	7.92794E-07	4.588E-06	3.54746E-07	7.75322E-07	1.02691E-06	4.40085E-06	1.66537E-06	4.97929E-07	2.18543E-06
Q6C272	YALI0F10219g1_1	1.87349E-05	1.46487E-05	1.78479E-06	1.03288E-05	2.48444E-06	3.39022E-06	2.31184E-06	4.29261E-06	1.93026E-06	3.48723E-06	1.58152E-06
Q6CDX0	YALI0B20570g1_1	1.65897E-07	0	9.24176E-07	4.55712E-07	4.13534E-07	2.90529E-07	3.84804E-07	8.4903E-07	7.41546E-07	5.80446E-07	4.21621E-07
Q6C1I9	YALI0F15873g1_1	3.02531E-07	3.78864E-07	8.67689E-07	2.67137E-07	1.20783E-06	8.48566E-07	7.01728E-07	3.45376E-07	5.85905E-07	5.44968E-07	2.47153E-07
Q6CCU5	YALI0C06446g1_1	0	3.2648E-07	2.40354E-07	2.30201E-07	1.04083E-06	1.82808E-06	1.00077E-07	9.56707E-08	5.04895E-07	4.69619E-07	2.06117E-06
Q6C9V6	YALI0D07964g1_1	2.12967E-06	2.66702E-06	1.96345E-06	1.88051E-06	2.82416E-07	1.19888E-06	8.17532E-07	1.51799E-06	1.32582E-06	2.39523E-06	5.5927E-07
Q6CDX7	YALI0B20416g1_1	0	0	4.97325E-07	8.95345E-06	6.92283E-07	1.51303E-06	7.5603E-06	1.19612E-06	5.37861E-07	0	0
Q6C5V3	YALI0E14927g1_1	0	0	9.92756E-07	3.05641E-07	1.38193E-06	9.70876E-07	1.85305E-06	1.27023E-07	1.07367E-06	6.23519E-07	2.73664E-06
Q6CBA5	YALI0C20669g1_1	2.11903E-07	2.6537E-07	6.0776E-07	5.82087E-07	8.46009E-07	1.15445E-06	4.91515E-07	7.5257E-07	2.11288E-07	1.22702E-07	5.38543E-07
Q6CH56	YALI0A12177g1_1	0	0	1.32189E-06	0	2.65163E-06	5.79532E-06	5.32664E-06	1.69136E-07	8.92602E-07	8.30237E-07	0
Q6C854	YALI0D22594g1_1	1.00012E-06	0	2.96395E-07	2.83875E-07	8.01373E-07	2.89863E-07	3.83922E-07	3.67017E-07	6.22617E-07	5.79116E-07	1.58696E-06
