CLIB122_UNIPROT	CLIB122_NCBI	Standard_A	Standard_B	Standard_C	Standard_D	HighTemp_A	HighTemp_B	HighTemp_C	LowpH_A	LowpH_B	LowpH_C	LowpH_D
Q6C5P5	YALI0E16346g1_1	6.14846E-06	2.07728E-05	1.10102E-05	1.68895E-05	1.6745E-05	8.87896E-06	9.45061E-06	8.00214E-06	9.81907E-06	9.60496E-06	8.04506E-06
Q6C859	YALI0D22484g1_1	7.64612E-06	1.19154E-05	5.4769E-06	3.89175E-06	6.61158E-06	6.89399E-06	7.09424E-06	6.78187E-06	5.13679E-06	1.37735E-05	1.12012E-05
Q6C0Y7	YALI0F20702g1_1	4.10349E-05	2.78245E-05	5.45174E-05	2.5791E-05	2.05292E-05	2.4697E-05	1.91029E-05	2.17002E-05	3.28805E-05	2.62408E-05	3.70219E-05
Q6C0G7	YALI0F24893g1_1	1.16144E-05	1.64213E-05	1.35351E-05	1.02556E-05	8.91887E-06	6.81493E-06	7.59611E-06	9.3465E-06	8.80934E-06	1.25187E-05	1.47215E-05
Q6C577	YALI0E20405g1_1	1.47506E-05	2.33497E-05	1.35994E-05	9.90798E-06	2.01372E-05	1.86848E-05	1.87381E-05	1.47712E-05	1.75873E-05	2.33075E-05	2.24314E-05
Q6CHD8	YALI0A09900g1_1	1.97692E-05	1.27462E-05	9.38373E-06	1.381E-05	1.52684E-05	1.68621E-05	1.6383E-05	1.89929E-05	1.65884E-05	2.1431E-05	2.17686E-05
Q6C1G8	YALI0F16379g1_1	2.7553E-06	2.55998E-06	5.86297E-06	6.56367E-06	5.09558E-06	3.19751E-06	3.75116E-06	3.58599E-06	2.3825E-06	2.55535E-06	1.67001E-06
Q6C9N5	YALI0D09713g1_1	3.45275E-06	3.20799E-06	3.18327E-06	4.88311E-06	3.84277E-06	3.11311E-06	3.05914E-06	3.94174E-06	2.55421E-06	3.8833E-06	4.51782E-06
Q6BZX2	YALI0F30217g1_1	3.49536E-06	2.25365E-06	3.22255E-06	2.28987E-06	3.32811E-06	2.33817E-06	2.60618E-06	2.49143E-06	3.02244E-06	3.24171E-06	3.67539E-06
Q6C4B9	YALI0E28153g1_1	2.9162E-06	2.88918E-06	2.6886E-06	4.82083E-06	5.21244E-07	8.45202E-07	1.24424E-06	3.70027E-06	2.75073E-06	3.6454E-06	2.64793E-06
Q6C4A4	YALI0E28468g1_1	9.99782E-06	2.2146E-05	1.79033E-05	1.41396E-05	1.19672E-05	1.02767E-05	1.19395E-05	1.38415E-05	9.96879E-06	1.02399E-05	1.58643E-05
Q6CAY4	YALI0C23364g1_1	9.08806E-06	7.10589E-06	9.55204E-06	8.02481E-06	4.82558E-06	4.65896E-06	5.02733E-06	1.25819E-05	7.28209E-06	9.30812E-06	1.0699E-05
Q6CHF1	YALI0A09592g1_1	3.62961E-07	4.54542E-07	3.34633E-07	3.20497E-07	4.65813E-07	6.35638E-07	1.34842E-06	1.85757E-06	1.6224E-06	2.03399E-06	2.96522E-07
Q6CBL6	YALI0C17545g1_1	2.73652E-05	3.42699E-05	2.21304E-05	3.05435E-05	1.27456E-05	1.35128E-05	1.62986E-05	3.73569E-05	3.449E-05	2.69971E-05	3.14083E-05
Q6C5P4	YALI0E16368g1_1	6.71924E-06	6.53762E-06	5.48695E-06	5.25518E-06	7.63791E-06	7.92836E-06	6.6652E-06	6.37172E-06	7.50097E-06	6.41487E-06	6.14577E-06
Q6CEP4	YALI0B14102g1_1	1.86197E-05	7.4955E-06	1.31558E-05	1.38362E-05	7.68135E-06	1.10599E-05	1.24001E-05	5.23654E-06	1.03534E-05	6.0126E-06	1.52114E-05
Q6CBN4	YALI0C16995g1_1	1.66186E-05	2.63066E-05	1.93668E-05	1.11627E-05	1.38797E-05	1.13981E-05	1.18751E-05	1.23468E-05	1.76266E-05	1.49303E-05	1.90739E-05
Q6CHC0	YALI0A10362g1_1	8.37445E-06	1.32564E-05	6.77247E-06	7.39469E-06	4.36694E-06	6.6232E-06	4.06355E-06	8.38613E-06	8.35014E-06	9.81736E-06	1.06148E-05
Q6CA97	YALI0D04741g1_1	3.13955E-05	3.51173E-05	1.49023E-05	2.47612E-05	1.90732E-05	1.33999E-05	1.9303E-05	1.55292E-05	1.8839E-05	1.26156E-05	2.56486E-05
O59950	YALI0D12903g1_1	7.29184E-05	6.3369E-05	8.25177E-05	4.46814E-05	3.69235E-05	3.95658E-05	3.11116E-05	6.17609E-05	4.3755E-05	5.69113E-05	3.067E-05
Q6C4E9	YALI0E27346g1_1	1.6684E-05	2.68924E-05	1.97981E-05	1.27759E-05	1.4606E-05	1.20887E-05	1.4782E-05	1.53063E-05	1.33686E-05	1.87645E-05	1.75433E-05
Q6C4Q2	YALI0E24607g1_1	5.2797E-06	3.62109E-06	5.49559E-06	4.66201E-06	3.37935E-06	3.89456E-06	5.15832E-06	4.58503E-06	4.61774E-06	5.69081E-06	6.05976E-06
Q6CGR5	YALI0A17020g1_1	9.02735E-06	8.99273E-06	6.62042E-06	7.97121E-06	7.40588E-06	4.49296E-06	5.35415E-06	0	9.97212E-07	3.08085E-08	2.62639E-07
Q6CFB6	YALI0B08536g1_1	2.58348E-05	2.40034E-05	2.71538E-05	2.60068E-05	2.26171E-05	2.32935E-05	2.47932E-05	2.94936E-05	2.57598E-05	2.90563E-05	2.40613E-05
Q6CCT2	YALI0C06776g1_1	1.98384E-05	2.17923E-05	1.19029E-05	1.53657E-05	2.08294E-05	1.90271E-05	1.80217E-05	1.35516E-05	1.2873E-05	2.32565E-05	1.42163E-05
Q6C1Q9	YALI0F14223g1_1	3.25176E-05	4.59758E-05	2.28054E-05	4.03396E-05	2.08133E-05	1.6057E-05	1.93673E-05	2.0331E-05	2.11005E-05	2.12584E-05	3.7322E-05
P41555	YALI0C16885g1_1	2.28283E-05	2.85882E-05	2.10465E-05	2.2758E-05	2.06516E-05	1.23159E-05	1.77414E-05	1.98247E-05	1.86221E-05	2.25212E-05	3.1774E-05
Q6CEL9	YALI0B14641g1_1	3.65908E-06	3.7786E-06	4.68569E-06	2.66429E-06	7.52123E-06	5.28405E-06	6.06938E-06	1.18341E-05	8.88517E-06	8.48375E-06	1.19693E-05
Q6C414	YALI0E30635g1_1	4.22841E-06	6.03682E-06	5.61771E-06	5.38041E-06	4.70605E-06	3.30624E-06	3.15276E-06	3.58141E-06	4.80654E-06	5.6511E-06	6.70956E-06
Q6CA45	YALI0D05995g1_1	1.61639E-05	1.79293E-05	2.04793E-05	9.61665E-06	7.4657E-06	5.82963E-06	7.72131E-06	1.53279E-05	9.29017E-06	9.3597E-06	1.64322E-05
Q6CG29	YALI0B01364g1_1	9.89789E-06	1.08727E-05	1.55473E-05	7.66636E-06	1.03923E-05	7.30115E-06	7.07269E-06	7.96519E-06	8.65691E-06	7.2446E-06	1.13603E-05
Q6C5A1	YALI0E19767g1_1	2.82962E-06	4.77626E-06	5.06707E-06	3.83933E-06	5.23303E-06	5.5077E-06	3.10695E-06	4.35409E-06	4.8947E-06	5.09718E-06	4.48999E-06
Q6C2R9	YALI0F05676g1_1	5.95509E-05	7.45765E-05	4.81592E-05	5.25838E-05	4.18558E-05	3.78485E-05	4.2553E-05	2.76237E-05	3.55294E-05	4.35873E-05	4.26744E-05
Q6C7B8	YALI0E02090g1_1	1.08204E-05	1.17513E-05	8.65125E-06	9.55449E-06	7.89557E-06	1.04304E-05	9.58687E-06	6.35984E-06	9.3564E-06	8.06442E-06	1.13777E-05
Q6C3Y8	YALI0E31196g1_1	1.95767E-06	1.26221E-06	2.89077E-06	1.72864E-06	1.03949E-06	1.64629E-06	2.02743E-06	2.38941E-06	2.96803E-06	2.40559E-06	2.30468E-06
Q6C1H2	YALI0F16291g1_1	1.94918E-05	1.46899E-05	9.2521E-06	1.72114E-05	9.87003E-06	7.6145E-06	1.00854E-05	7.95025E-06	1.16962E-05	1.12867E-05	1.42229E-05
Q6CG14	YALI0B01738g1_1	3.56002E-05	3.94884E-05	2.90712E-05	2.11802E-05	1.64428E-05	1.41794E-05	1.87805E-05	1.97149E-05	1.72191E-05	2.06143E-05	1.95958E-05
Q6CA33	YALI0D06303g1_1	3.25176E-05	4.07223E-05	2.28054E-05	2.87133E-05	2.71585E-05	2.06671E-05	2.12674E-05	2.22128E-05	1.61707E-05	2.64535E-05	3.35793E-05
Q6CA37	(YALI0D06215g1_1-YALI0D06215g2_1)	2.16549E-05	1.48521E-05	2.25404E-05	8.63542E-06	1.95902E-05	2.20436E-05	1.96719E-05	1.35393E-05	1.52204E-05	1.585E-05	1.1513E-05
Q6CGI3	YALI0A19074g1_1	2.88941E-06	1.4971E-06	6.14833E-06	6.37833E-06	2.31522E-06	2.60518E-06	3.45055E-06	1.87551E-06	2.49847E-06	1.9074E-06	2.69105E-06
Q6CGY9	YALI0A14806g1_1	1.64159E-05	1.48008E-05	1.98959E-05	2.15138E-05	1.80237E-05	1.48011E-05	1.67715E-05	1.00103E-05	1.63683E-05	1.57953E-05	1.99044E-05
Q6C812	YALI0D23683g1_1	1.35721E-05	1.43034E-05	1.92273E-05	1.84151E-05	1.88665E-05	2.00021E-05	1.12474E-05	1.42461E-05	1.46581E-05	1.3634E-05	2.15359E-05
Q6CI26	YALI0A02310g1_1	1.75743E-05	1.63284E-05	1.62026E-05	1.76912E-05	1.40819E-05	1.1756E-05	1.08053E-05	1.25266E-05	1.40819E-05	1.16014E-05	1.24509E-05
Q6C868	YALI0D22264g1_1	8.89102E-06	1.11344E-05	1.31288E-05	1.43351E-05	1.0391E-05	9.52579E-06	1.16005E-05	1.10897E-05	9.6858E-06	1.32069E-05	1.49737E-05
Q6C2W9	YALI0F04444g1_1	1.03176E-05	6.65233E-06	1.32124E-05	9.11054E-06	8.77456E-06	6.90182E-06	8.16495E-06	8.7389E-06	9.36857E-06	1.37891E-05	1.35003E-05
Q6C9V7	YALI0D07942g1_1	3.8189E-06	6.44612E-06	6.10811E-06	4.54516E-06	2.12348E-06	5.29092E-06	1.97596E-06	9.72524E-07	1.22402E-06	2.21133E-06	4.20515E-06
Q6CH25	YALI0A13387g1_1	1.62344E-05	1.54653E-05	1.89191E-05	1.09046E-05	6.6973E-06	9.52579E-06	9.66911E-06	8.3699E-06	1.14105E-05	1.06132E-05	1.49737E-05
Q6CE89	YALI0B17622g1_1	1.37939E-05	1.95029E-05	1.27173E-05	1.37515E-05	9.69517E-06	8.09382E-06	8.21559E-06	7.85384E-06	6.85957E-06	1.12215E-05	1.27228E-05
Q6C3Z9	YALI0E30965g1_1	1.39301E-05	1.74449E-05	7.62456E-06	7.30249E-06	3.30176E-05	3.62069E-05	2.18687E-05	5.112E-06	5.86942E-06	2.21825E-06	4.21829E-06
Q6CE87	YALI0B17666g1_1	2.98126E-06	9.02375E-06	6.64326E-06	5.51778E-06	4.76106E-06	5.63417E-06	4.89262E-06	6.10309E-06	5.77375E-06	8.10417E-06	8.48288E-06
Q6CB66	YALI0C21538g1_1	2.25123E-06	1.38224E-06	1.87939E-06	1.80001E-06	9.28717E-07	6.52472E-07	9.48978E-07	9.91165E-07	6.53372E-07	1.06202E-06	7.71425E-07
Q6CHX3	YALI0A03839g1_1	2.25109E-05	1.95628E-05	1.24897E-05	1.02338E-05	1.13988E-05	1.22145E-05	1.49915E-05	1.78337E-05	7.2151E-06	1.03122E-05	1.10673E-05
Q6C2Y0	YALI0F04169g1_1	9.75929E-06	1.22217E-05	1.1044E-05	8.61752E-06	4.47481E-06	7.85937E-06	6.00036E-06	3.19885E-06	3.12802E-06	3.40084E-06	4.79808E-06
Q6CG80	YALI0A21439g1_1	9.04809E-06	1.45843E-05	1.62026E-05	1.02834E-05	3.61239E-05	3.65719E-05	2.70129E-05	1.1776E-05	2.08226E-05	1.85813E-05	9.5141E-06
Q6CF46	YALI0B10340g1_1	8.88328E-06	1.49946E-05	5.68339E-06	1.36081E-05	8.73695E-06	7.36426E-06	5.91598E-06	1.01414E-05	5.53025E-06	1.6002E-05	1.11515E-05
Q6C6Z7	YALI0E05005g1_1	1.52911E-05	1.45668E-05	1.78199E-05	1.35022E-05	7.97372E-06	8.24958E-06	7.41975E-06	7.09304E-06	7.60412E-06	9.99659E-06	1.09577E-05
Q6C169	YALI0F18766g1_1	4.93522E-05	4.44966E-05	5.98142E-05	3.13745E-05	2.3477E-05	3.80682E-05	3.86409E-05	4.43182E-05	3.22631E-05	3.75674E-05	4.64917E-05
Q6C5Q8	YALI0E16016g1_1	3.12559E-06	7.60266E-06	5.59706E-06	4.42041E-06	7.79118E-06	5.98036E-06	5.37879E-06	7.57218E-06	6.61357E-06	8.11349E-06	1.40505E-05
Q6C816	YALI0D23595g1_1	8.43507E-06	6.08894E-06	6.04202E-06	5.7868E-06	2.70358E-06	3.68924E-06	3.23803E-06	4.67122E-06	9.41642E-06	4.88432E-06	6.89104E-06
Q6C7L3	YALI0D27148g1_1	2.79686E-06	5.60985E-06	5.95141E-06	3.9555E-06	3.5894E-06	4.03894E-06	7.70888E-06	6.20175E-06	6.43649E-06	8.06937E-06	9.1489E-06
Q6CFC8	YALI0B08272g1_1	8.04452E-06	6.55618E-06	7.41665E-06	6.23084E-06	4.1949E-06	7.71553E-06	5.74833E-06	4.58031E-06	4.39293E-06	2.55112E-06	4.27694E-06
Q6CBP3	YALI0C16797g1_1	1.44918E-05	1.81484E-05	1.56173E-05	1.27964E-05	1.71002E-05	1.41529E-05	1.32629E-05	8.17189E-06	1.10738E-05	9.80872E-06	1.38386E-05
Q6C0N3	YALI0F23221g1_1	1.17699E-05	1.7229E-05	1.08513E-05	8.74616E-06	1.04822E-05	9.75729E-06	9.75391E-06	9.32443E-06	8.99386E-06	1.18236E-05	1.47752E-05
F2Z6F8	YALI0B14377g1_1	2.36253E-05	2.95863E-05	2.17814E-05	2.52985E-05	3.032E-05	1.5162E-05	1.76153E-05	1.68397E-05	1.89305E-05	2.30431E-05	2.7813E-05
F2Z5Y1	YALI0C05665g1_1	1.02111E-06	0	0	2.80492E-06	1.01916E-05	4.12725E-06	3.79347E-06	3.62644E-06	3.16734E-06	5.72215E-06	2.5951E-06
Q6C4K6	YALI0E25982g1_1	3.84284E-06	1.03891E-05	1.28831E-05	1.05561E-05	8.55587E-06	9.91048E-06	7.96145E-06	1.71571E-05	1.192E-05	1.20092E-05	1.50072E-05
F2Z6J3	YALI0F01320g1_1	2.75553E-07	3.45079E-07	7.90314E-07	2.43315E-07	3.53636E-07	4.82563E-07	3.29067E-07	3.14577E-07	8.83193E-08	4.96372E-07	2.25113E-07
F2Z5W7	YALI0B13838g1_1	8.36175E-07	3.36608E-07	2.4781E-07	2.37342E-07	1.10885E-07	7.79027E-08	1.03182E-07	5.9601E-07	8.61511E-08	1.55641E-07	0
F2Z6F1	YALI0D05467g1_1	6.95616E-06	1.01826E-05	5.39706E-06	4.26245E-06	6.84157E-06	4.80656E-06	4.10323E-06	6.08594E-06	5.83696E-06	6.98788E-06	1.10379E-05
Q6CAF8	YALI0D03135g1_1	1.7968E-05	1.85549E-05	1.65656E-05	1.30831E-05	1.71082E-05	2.25021E-05	1.59196E-05	2.6402E-05	2.48846E-05	2.66899E-05	2.68028E-05
Q6C2B5	YALI0F09229g1_1	9.76683E-05	0.000106071	5.62206E-05	8.62418E-05	4.59341E-05	3.22711E-05	3.74927E-05	4.08608E-05	4.51106E-05	6.44742E-05	9.09635E-05
Q6C8T5	YALI0D17116g1_1	1.04838E-05	1.3129E-05	1.54808E-05	1.28581E-05	1.22525E-05	1.41205E-05	1.61143E-05	1.54048E-05	1.56156E-05	8.43193E-06	5.67555E-06
Q6CGM0	YALI0A18205g1_1	4.75693E-05	5.95718E-05	4.99979E-05	4.78859E-05	2.52584E-05	2.43862E-05	2.63144E-05	1.99012E-05	2.44199E-05	3.54532E-05	3.88618E-05
Q6C3C5	YALI0F00836g1_1	9.0005E-06	7.8218E-06	8.29802E-06	1.07122E-05	8.01574E-06	8.11514E-06	9.88262E-06	1.20106E-05	1.1282E-05	5.21173E-06	8.59482E-06
Q6C0G4	YALI0F24959g1_1	5.86445E-05	8.58449E-05	6.31988E-05	6.97971E-05	3.71753E-05	4.44975E-05	3.90553E-05	4.64596E-05	3.65088E-05	7.33086E-05	5.60012E-05
Q6C0L0	YALI0F23793g1_1	8.40088E-06	1.05206E-05	1.11611E-05	1.06896E-05	1.55364E-05	1.18228E-05	1.4457E-05	7.70718E-06	8.37649E-06	8.19385E-06	8.32291E-06
Q6C5T1	YALI0E15400g1_1	8.62613E-07	3.47251E-07	7.95287E-07	7.61693E-07	1.10705E-06	7.7776E-07	1.03014E-06	1.4191E-06	2.76482E-07	1.60563E-07	7.04713E-07
Q6C161	YALI0F18942g1_1	3.75365E-06	4.70075E-06	6.31895E-06	5.30865E-06	2.48019E-06	2.7908E-06	4.08214E-06	4.6819E-06	4.08919E-06	3.96874E-06	4.91152E-06
Q6CDV4	YALI0B20922g1_1	1.59301E-05	2.77093E-05	1.7452E-05	1.15992E-05	1.68584E-05	2.14561E-05	1.26064E-05	1.20513E-05	1.30979E-05	1.4774E-05	1.54645E-05
Q6CFX0	YALI0B02860g1_1	4.28277E-06	6.2692E-06	4.61537E-06	5.09723E-06	3.06513E-06	2.9593E-06	2.21597E-06	3.05268E-06	2.96338E-06	3.81068E-06	4.71593E-06
Q6C157	YALI0F19074g1_1	1.94254E-06	4.72503E-06	4.83162E-06	3.95891E-06	3.9929E-06	4.04241E-06	3.71549E-06	3.92255E-06	2.79114E-06	5.60453E-06	8.73232E-06
Q6C181	YALI0F18502g1_1	4.23511E-06	6.59979E-06	5.89221E-06	5.64331E-06	6.76344E-06	6.29573E-06	6.95032E-06	7.97149E-06	7.5723E-06	7.62897E-06	1.47914E-05
Q6C2T9	YALI0F05214g1_1	2.27701E-05	3.54838E-05	2.09929E-05	1.56212E-05	5.67592E-05	6.01756E-05	3.04441E-05	3.23474E-05	4.40983E-05	4.59226E-05	1.86021E-05
Q6BZY8	YALI0F29843g1_1	4.59753E-06	4.62686E-06	1.05966E-05	4.92315E-06	4.19978E-06	5.97349E-06	7.27452E-06	4.21789E-06	4.58419E-06	4.48423E-06	9.38979E-06
Q6C2Y4	YALI0F04095g1_1	1.13878E-05	2.05508E-05	3.607E-05	1.69377E-05	1.31492E-05	1.36041E-05	9.67991E-06	9.25369E-06	1.13548E-05	2.05137E-05	2.06004E-05
Q6CFZ0	YALI0B02332g1_1	3.35922E-06	4.99887E-06	4.3017E-06	6.11481E-06	4.31111E-06	3.02878E-06	2.97626E-06	1.71225E-06	2.48502E-06	1.94515E-06	2.74432E-06
Q6C0H1	YALI0F24739g1_1	2.70673E-05	3.38968E-05	3.59606E-05	2.39006E-05	3.47373E-05	2.44047E-05	3.91993E-05	3.09006E-05	3.88917E-05	5.38463E-05	2.68161E-05
0	YALI0C19800g1_1	1.78637E-06	2.2371E-06	2.11979E-06	4.25549E-06	2.95078E-06	4.34525E-06	4.52707E-06	3.6072E-06	4.80533E-06	4.14178E-06	5.84344E-06
Q6CAT3	YALI0D00176g1_1	1.52911E-05	1.61151E-05	1.64786E-05	1.35022E-05	8.50257E-06	6.80998E-06	1.01834E-05	9.735E-06	1.05804E-05	1.19344E-05	1.46019E-05
Q6C603	YALI0E13618g1_1	3.36888E-05	4.21891E-05	4.31408E-05	2.97475E-05	3.56519E-05	2.50473E-05	3.3175E-05	2.8534E-05	2.76994E-05	3.56193E-05	5.02535E-05
Q6C4G4	YALI0E27005g1_1	1.37577E-05	2.90208E-05	3.17095E-05	1.47321E-05	1.76562E-05	1.78752E-05	1.81441E-05	1.57062E-05	1.81754E-05	1.76401E-05	9.03216E-06
Q6C4Z8	YALI0E22352g1_1	1.40997E-05	1.37185E-05	1.96165E-05	1.24501E-05	2.48669E-05	1.91842E-05	2.31392E-05	2.88641E-05	2.521E-05	1.97331E-05	2.41438E-05
Q6C290	YALI0F09790g1_1	2.97002E-05	2.58107E-05	2.73822E-05	1.81991E-05	2.64507E-05	2.67787E-05	3.54682E-05	7.56348E-06	1.28309E-05	3.83632E-06	1.73984E-06
Q6C0Z6	YALI0F20504g1_1	2.82834E-05	2.1028E-05	2.23083E-05	3.28311E-05	2.15494E-05	2.3631E-05	1.4273E-05	1.36445E-05	1.50636E-05	1.88851E-05	1.97676E-05
Q6C060	YALI0F27555g1_1	7.35292E-06	7.39982E-06	4.23254E-06	1.09363E-05	9.4365E-06	7.32147E-06	9.69724E-06	9.27026E-06	5.21853E-06	1.06441E-05	1.33013E-05
Q6CB69	YALI0C21472g1_1	7.6548E-06	6.35246E-06	9.80248E-06	4.47911E-06	6.50997E-06	3.55339E-06	5.3655E-06	4.49921E-06	4.4799E-06	6.15663E-06	6.25361E-06
Q6C4D4	YALI0E27715g1_1	2.52249E-07	0	2.25067E-06	6.92916E-07	1.04063E-07	7.07532E-07	3.01238E-07	1.74004E-06	2.43412E-06	8.82576E-07	6.41081E-07
Q6C314	YALI0F03454g1_1	5.66283E-06	1.35336E-06	3.09952E-06	5.00032E-06	3.8819E-06	2.43592E-06	3.61221E-06	3.45316E-06	3.70197E-06	7.34415E-06	8.54416E-06
Q6C9K0	YALI0D10593g1_1	2.66084E-05	2.47221E-05	1.26301E-05	2.03756E-05	8.14397E-06	7.71189E-06	1.47192E-05	1.56394E-05	1.0977E-05	1.33617E-05	1.61276E-05
Q6C080	YALI0F27071g1_1	1.30818E-05	1.02285E-05	1.73799E-05	9.28278E-06	2.22442E-05	2.29095E-05	1.40557E-05	1.20015E-05	1.72824E-05	1.27594E-05	1.06872E-05
Q6L8K7	YALI0E11099g1_1	1.30278E-05	1.3111E-05	5.56375E-06	1.15037E-05	2.21526E-05	1.69268E-05	1.25026E-05	1.80364E-05	1.43456E-05	1.88592E-05	1.29069E-05
Q6C288	YALI0F09834g1_1	2.56165E-06	2.49241E-06	4.235E-06	2.26195E-06	4.09094E-06	3.17402E-06	3.42498E-06	4.01887E-06	4.21123E-06	3.58515E-06	5.76641E-06
Q6CCU6	YALI0C06424g1_1	1.22603E-05	8.56225E-06	1.13034E-05	1.45919E-05	5.05784E-06	4.78949E-06	4.70645E-06	9.71291E-06	8.48328E-06	1.37891E-05	1.73763E-05
Q6BZZ9	(YALI0F29337g1_1-YALI0F29337g2_1)	1.75975E-05	1.52929E-05	1.12586E-05	1.0783E-05	1.11552E-05	1.7186E-05	1.17194E-05	1.39412E-05	7.60235E-06	1.19108E-05	1.20984E-05
Q6C8B8	YALI0D20966g1_1	1.71943E-05	2.55869E-05	3.26792E-05	1.80413E-05	1.63715E-05	1.15018E-05	1.36068E-05	1.01061E-05	1.87313E-05	1.81795E-05	1.95107E-05
Q6CEZ5	YALI0B11594g1_1	7.52554E-06	2.65734E-06	5.27784E-06	6.64511E-06	3.50509E-06	3.06429E-06	4.48218E-06	3.49085E-06	3.04892E-06	4.35766E-06	4.00102E-06
Q6CCE0	YALI0C10208g1_1	2.09909E-05	1.64126E-05	1.67829E-05	1.15725E-05	8.65955E-06	6.08378E-06	9.1863E-06	7.70313E-06	4.99155E-06	1.05408E-05	1.71486E-05
Q6C4Y7	YALI0E22649g2_1	7.22342E-06	1.12567E-05	1.39589E-05	1.14376E-05	1.27396E-05	9.8283E-06	1.54685E-05	1.72849E-05	1.1875E-05	7.5004E-06	3.40157E-06
Q6CCI0	YALI0C09218g1_1	4.00319E-05	7.22427E-05	5.31849E-05	5.95413E-05	2.78175E-05	2.25356E-05	4.30123E-05	4.11184E-05	2.49217E-05	2.31804E-05	3.96603E-05
Q12726	YALI0F31075g1_1	1.07675E-05	1.63524E-05	1.43053E-05	1.84671E-05	9.83595E-06	1.399E-05	9.1526E-06	8.7496E-06	1.30198E-05	7.56108E-06	1.70856E-05
Q6C4S9	YALI0E24013g1_1	2.15968E-05	1.79224E-05	1.64189E-05	2.26607E-05	1.83668E-05	1.6057E-05	1.32785E-05	2.0331E-05	1.59764E-05	2.00295E-05	2.09655E-05
Q6C2T4	YALI0F05324g1_1	3.21004E-06	4.01999E-06	3.58899E-06	2.83449E-06	2.93233E-06	2.89428E-06	1.49437E-06	2.94497E-06	3.53474E-06	3.61032E-06	4.41728E-06
F2Z6H7	YALI0A14542g1_1	4.70565E-06	7.33306E-06	1.04858E-05	5.17053E-06	6.7613E-06	4.75016E-06	6.99279E-06	6.68489E-06	5.8386E-06	6.58578E-06	9.29155E-06
Q6C916	YALI0D15114g1_1	1.16319E-05	1.04874E-05	1.2366E-05	7.39469E-06	1.07475E-05	7.55067E-06	1.00008E-05	3.07321E-06	2.68415E-06	3.99869E-06	4.53363E-06
Q6CGG6	YALI0A19536g1_1	1.94189E-05	2.00533E-05	2.86748E-05	2.03756E-05	1.46276E-05	1.59445E-05	1.72052E-05	8.46802E-06	1.28309E-05	1.33617E-05	1.30818E-05
Q6C4U1	YALI0E23694g1_1	3.45904E-05	3.57203E-05	3.18906E-05	2.02401E-05	1.98205E-05	2.06671E-05	2.42455E-05	2.61681E-05	2.28553E-05	2.38008E-05	3.35793E-05
Q6C2E5	YALI0F08569g1_1	4.48194E-05	3.71941E-05	4.91015E-05	3.95758E-05	4.26748E-05	2.99812E-05	2.75566E-05	3.00321E-05	2.9614E-05	4.73876E-05	4.35094E-05
Q6C0B4	YALI0F26191g1_1	1.65252E-05	8.56225E-06	6.30351E-06	4.69055E-06	1.20583E-05	1.01638E-05	1.12206E-05	4.49921E-06	6.0383E-06	3.95904E-06	8.42901E-06
Q6C551	YALI0E20977g1_1	1.30818E-05	9.13595E-06	6.72586E-06	6.44175E-06	1.28663E-05	1.48278E-05	1.56223E-05	1.37314E-05	1.1993E-05	3.28202E-06	5.95986E-06
Q6C968	YALI0D13596g1_1	2.91677E-05	2.2806E-05	1.38449E-05	1.60805E-05	1.73397E-05	9.63745E-06	1.6135E-05	1.37769E-05	1.06579E-05	1.25306E-05	2.06646E-05
Q6C791	YALI0E02728g1_1	3.31397E-06	5.34166E-06	5.9344E-06	7.89454E-06	4.8486E-06	4.78569E-06	3.43206E-06	3.7833E-06	4.25305E-06	6.80562E-06	6.24864E-06
Q6C5R5	YALI0E15818g1_1	1.11191E-05	9.22734E-06	8.45323E-06	1.16668E-05	1.2995E-05	7.43792E-06	1.32785E-05	1.15597E-05	8.22545E-06	6.43848E-06	1.07941E-05
Q6C5C0	YALI0E19360g1_1	6.64938E-06	1.61739E-05	7.89048E-06	9.40398E-06	8.5336E-06	1.06044E-05	4.95785E-06	1.75204E-05	1.17272E-05	8.88662E-06	1.92656E-05
Q6C0X4	YALI0F20988g1_1	3.63887E-06	8.1716E-06	4.17472E-06	3.99837E-06	3.6283E-06	4.50876E-06	4.86526E-06	6.26896E-06	7.04733E-06	4.41654E-06	4.4861E-06
Q6C1T4	YALI0F13541g1_1	2.19241E-05	2.26403E-05	1.66677E-05	1.28286E-05	1.44862E-05	1.80014E-05	2.38428E-05	1.85695E-05	1.99074E-05	1.50854E-05	1.7911E-05
Q6C278	YALI0F10098g1_1	3.64676E-06	3.84326E-06	3.36213E-06	2.70988E-06	2.60995E-06	1.23544E-06	2.42862E-06	1.8038E-06	1.79606E-06	2.46829E-06	3.48239E-06
Q6C6Z1	YALI0E05137g1_1	1.80484E-05	1.8638E-05	1.66398E-05	1.89376E-05	1.03418E-05	1.20732E-05	1.26507E-05	1.52868E-05	1.48396E-05	1.45161E-05	1.47447E-05
Q6C5L5	YALI0E16995g1_1	4.25782E-06	3.32916E-06	4.76046E-06	3.02133E-06	3.88945E-06	3.45401E-06	5.61533E-06	3.03489E-06	2.65068E-06	3.55284E-06	6.75621E-06
Q6C7Y3	YALI0D24387g1_1	5.6298E-05	8.24102E-05	6.06701E-05	3.44971E-05	2.71476E-05	2.19929E-05	3.32085E-05	3.58418E-05	3.13043E-05	4.39395E-05	4.59928E-05
