Uniprot_DMKU3_1042	Gene_name_DMKU3_1042	standard_A	standard_B	standard_C	high_temp_A	high_temp_B	high_temp_C	low_pH_A	low_pH_B	low_pH_C	osmotic_stress_A	osmotic_stress_B	osmotic_stress_C
W0TA66	KLMA_30411	6.48231E-06	7.0426E-06	6.51495E-06	3.09158E-06	5.37944E-06	4.16536E-06	5.04919E-06	6.53116E-06	5.70327E-06	8.89939E-06	9.80444E-06	7.48603E-06
W0T7P1	KLMA_20343	2.67032E-06	9.92748E-06	9.18368E-06	9.30607E-06	1.5473E-05	9.34175E-06	9.12829E-06	9.20653E-06	8.03951E-06	8.36163E-06	9.64055E-06	8.90221E-06
W0T562	KLMA_20304	5.3945E-06	8.92973E-06	1.00811E-05	9.92258E-06	7.79736E-06	1.16172E-05	6.78924E-06	3.00214E-06	3.47367E-06	3.61285E-06	1.47216E-06	9.15382E-06
W0T771	KLMA_10317	3.07614E-06	2.6464E-06	2.81727E-06	2.48075E-06	2.65926E-06	4.79161E-06	3.87147E-06	2.72367E-06	4.22983E-06	4.39931E-06	6.83642E-06	3.12188E-06
W0THS9	KLMA_80317	3.2651E-06	2.80896E-06	2.47259E-06	5.06653E-06	8.6409E-06	9.20775E-06	3.20409E-06	4.14451E-06	2.10249E-06	3.76415E-06	4.33989E-06	1.55177E-06
W0TIN4	KLMA_80380	4.16453E-07	1.50939E-06	5.56625E-07	7.35345E-07	1.31799E-06	1.17442E-06	1.14758E-06	1.55346E-06	4.64202E-06	1.0512E-06	5.67566E-07	1.11916E-06
W0TDA2	KLMA_50384	6.60034E-06	2.74377E-06	3.92042E-06	9.18325E-06	4.4754E-06	6.66784E-06	6.68323E-06	5.43357E-06	4.74481E-06	4.93492E-06	6.07123E-07	5.25396E-06
W0TEA5	KLMA_40405	2.41337E-05	3.03003E-05	4.00155E-05	2.21468E-05	2.87117E-05	1.65639E-05	8.24993E-05	2.94071E-05	3.77618E-05	4.74987E-05	2.29428E-05	3.99551E-05
W0T8I3	KLMA_30048	6.53298E-06	6.39546E-06	5.62961E-06	2.32141E-06	5.58446E-06	3.12769E-06	4.86245E-06	4.90412E-06	5.31255E-06	3.47291E-06	6.21062E-06	4.74202E-06
W0T5A2	KLMA_10616	1.72161E-06	1.2557E-06	2.85455E-06	3.60345E-06	3.25865E-06	4.85502E-06	1.92244E-06	3.33758E-06	3.8618E-06	1.76098E-06	1.2194E-06	2.40449E-06
W0TEP5	KLMA_40560	2.2008E-06	2.15448E-06	2.21188E-06	2.24136E-06	2.90575E-06	3.22553E-06	5.59971E-07	3.81693E-06	1.93631E-06	1.57027E-06	4.4677E-06	2.14409E-06
W0TCY5	KLMA_30664	1.74562E-05	1.70888E-05	1.81922E-05	2.54864E-05	1.71719E-05	1.60805E-05	3.10127E-05	1.41776E-05	2.73136E-05	2.28999E-05	2.64024E-05	2.01591E-05
W0TDL5	KLMA_50237	1.12387E-05	7.86894E-06	7.36172E-06	8.3137E-06	6.94882E-06	6.5072E-06	1.79912E-05	7.11713E-06	6.9471E-06	9.26673E-06	1.53167E-05	9.86583E-06
W0T8A9	KLMA_30370	3.54835E-06	2.9028E-06	2.43498E-06	1.98901E-06	1.66247E-06	1.99664E-06	1.88715E-06	4.69691E-06	4.42138E-06	5.64677E-07	8.34975E-07	6.37531E-07
W0T5K9	KLMA_10701	1.92811E-05	1.67472E-05	2.1661E-05	1.02789E-05	1.47889E-05	1.03183E-05	2.67091E-05	1.83189E-05	1.89623E-05	1.53777E-05	1.83297E-05	1.39954E-05
W0TE80	KLMA_70099	4.10156E-07	1.12085E-06	9.40214E-07	2.62809E-06	3.53016E-06	2.92783E-06	3.78704E-07	1.09931E-06	2.09638E-07	3.70158E-08	7.95617E-07	3.52907E-07
W0T7W9	KLMA_10572	2.63E-06	3.691E-06	4.36075E-06	6.42029E-06	6.38443E-06	4.66169E-06	3.76649E-06	2.64982E-06	4.11515E-06	2.00432E-06	2.50023E-06	1.90901E-06
W0TJ61	KLMA_70351	5.37105E-06	5.25799E-06	8.90561E-06	8.33438E-06	3.74289E-06	5.57648E-06	5.27068E-06	3.83355E-06	4.64202E-06	7.68135E-06	1.19366E-05	9.11403E-06
W0T5M4	KLMA_10499	1.33836E-06	1.87828E-06	3.18129E-06	3.03082E-06	3.06368E-06	4.56454E-06	1.49448E-06	2.5946E-06	3.24811E-06	4.19083E-06	4.71054E-06	3.59666E-06
W0TGB1	KLMA_70265	5.08203E-06	3.47033E-06	5.10762E-06	6.25944E-06	5.83066E-06	5.19553E-06	5.07682E-06	1.67259E-06	4.47128E-06	5.769E-06	7.68653E-06	5.86893E-06
W0TDD9	KLMA_40115	6.871E-06	2.72572E-06	5.58332E-06	6.30533E-06	5.27017E-06	7.85195E-06	1.1511E-05	5.39782E-06	3.92561E-06	4.08289E-06	1.6637E-06	2.02103E-06
W0T498	KLMA_10795	3.96145E-06	4.88574E-06	4.30068E-06	3.1947E-06	3.42459E-06	1.66669E-06	4.98567E-06	2.82745E-06	5.44718E-06	5.66542E-06	5.26545E-06	4.02035E-06
W0TFP1	KLMA_50260	6.03939E-06	1.09089E-05	6.55656E-06	9.37146E-06	1.28839E-05	1.11514E-05	9.42911E-06	5.3474E-06	8.30445E-06	0	8.56566E-07	2.87027E-06
W0TB52	KLMA_40259	3.6205E-06	2.22772E-06	1.58073E-06	2.08827E-06	1.80451E-06	1.56185E-06	1.89325E-06	2.29277E-06	2.87025E-06	3.7033E-06	4.16256E-06	2.62797E-06
W0T9V1	KLMA_30301	1.58858E-06	2.08728E-06	2.63398E-06	6.39145E-07	3.00686E-06	1.46339E-06	1.23737E-06	3.07969E-06	6.41927E-06	5.80163E-06	3.22487E-06	2.97789E-06
0	0	1.44447E-05	1.41407E-05	1.82897E-05	8.67913E-06	2.08788E-05	8.71241E-06	2.25521E-05	1.54677E-05	2.84744E-05	6.7481E-06	8.99107E-06	1.46595E-05
W0TFJ8	KLMA_50215	6.24257E-06	7.12751E-06	8.73189E-06	1.22329E-05	8.24214E-06	1.48512E-05	6.97079E-06	3.95325E-06	6.13935E-06	1.09915E-05	7.9652E-06	6.0817E-06
W0T4G0	KLMA_10296	7.7167E-06	2.2076E-06	2.17216E-06	7.85891E-06	2.13918E-05	2.66336E-05	1.02042E-06	1.77157E-06	8.98709E-07	9.34717E-07	1.67156E-06	7.51785E-06
W0T8T6	KLMA_20046	2.63999E-06	1.84844E-06	1.72929E-06	1.52272E-06	1.6323E-06	2.43194E-06	1.8529E-06	7.82912E-07	8.48114E-07	8.82095E-07	3.03524E-06	1.91626E-06
W0TEC9	KLMA_70149	2.22887E-05	2.85728E-05	4.2529E-05	1.75371E-05	3.05151E-05	1.76044E-05	4.5569E-05	2.58429E-05	4.85375E-05	3.36483E-05	2.43839E-05	2.96211E-05
W0TFS8	KLMA_80181	7.07707E-06	3.12882E-06	2.55491E-06	4.32878E-06	2.91659E-06	4.34538E-06	5.26741E-06	3.70575E-06	8.25034E-06	2.80302E-06	3.49655E-06	3.42397E-06
W0T415	KLMA_10695	2.5447E-06	2.83471E-06	1.76765E-06	1.21363E-06	2.50324E-06	1.21828E-06	1.47679E-06	2.56387E-06	2.50262E-06	2.60289E-06	3.10257E-06	4.91359E-06
W0T4M2	KLMA_10708	1.89143E-05	1.85162E-05	2.3366E-05	1.73572E-05	3.5801E-05	2.23462E-05	1.09767E-05	8.92424E-06	2.38568E-05	1.00548E-05	9.34495E-06	1.76078E-05
W0TD40	KLMA_50082	3.55142E-06	4.98414E-06	5.88852E-06	1.43029E-05	9.63681E-06	1.00152E-05	3.96571E-06	6.88493E-06	1.53284E-05	8.96441E-06	6.49625E-06	9.54396E-06
W0TAW6	KLMA_30641	6.10417E-06	5.97568E-06	8.67795E-06	8.26747E-06	4.3433E-06	8.29918E-06	2.56233E-06	1.18338E-05	6.90847E-06	9.21521E-06	6.678E-06	9.81097E-06
W0TFI4	KLMA_50200	6.275E-06	5.33799E-06	7.75189E-06	4.29033E-06	4.97591E-06	4.30679E-06	8.98658E-06	2.9607E-06	4.59793E-06	3.33577E-06	4.44454E-06	4.55476E-06
W0T6H7	KLMA_10769	1.91104E-05	1.17588E-05	1.99161E-05	1.30662E-05	2.69503E-05	1.76044E-05	1.10905E-05	2.32862E-05	2.41041E-05	1.4564E-05	1.81674E-05	1.38715E-05
W0TC41	KLMA_30384	2.66218E-06	2.26465E-06	2.29406E-06	3.88682E-06	6.46254E-06	3.90173E-06	3.81257E-06	2.68224E-06	8.55242E-07	3.49236E-06	4.86965E-06	1.93236E-06
W0T694	KLMA_20130	4.0838E-06	5.2352E-06	1.1171E-05	7.32157E-07	3.72666E-06	5.5523E-06	5.24783E-06	7.91703E-06	1.05419E-05	4.80708E-06	8.5965E-06	6.56372E-06
W0T7U4	KLMA_10547	2.57633E-07	2.5221E-07	2.22008E-07	1.6508E-06	1.91459E-06	2.22416E-06	1.49514E-07	7.94638E-07	1.31681E-07	1.84004E-06	1.19289E-06	2.97525E-07
W0T3I1	KLMA_10545	1.36235E-07	4.08279E-07	9.91351E-07	1.25019E-07	8.42336E-08	1.25499E-07	4.65709E-07	2.64111E-07	4.10162E-07	0	3.96478E-07	9.88873E-08
W0TCZ7	KLMA_50032	4.47618E-08	1.34145E-07	6.95547E-07	3.84955E-07	0	0	1.53015E-07	2.65652E-07	1.34764E-07	8.25619E-07	7.67331E-07	5.85883E-07
W0T533	KLMA_10546	0	0	0	1.1384E-06	8.18445E-08	3.73293E-07	1.47813E-07	8.38269E-08	0	1.35398E-07	1.25839E-07	0
W0T4I6	KLMA_10331	9.18949E-06	7.90571E-06	1.52369E-05	5.5215E-06	9.60759E-06	1.18359E-05	1.15654E-05	1.56559E-05	7.94217E-06	6.15446E-06	1.30334E-06	1.1279E-05
W0TDN9	KLMA_50262	1.61217E-05	3.22035E-05	2.21028E-05	3.99598E-06	1.58591E-05	1.76044E-05	2.13397E-05	2.58429E-05	2.52255E-05	2.62362E-05	3.12727E-05	2.96211E-05
W0T9U4	KLMA_40368	6.73734E-06	2.89169E-06	2.54541E-06	9.83661E-06	1.51015E-06	2.24995E-06	3.90994E-06	3.81693E-06	5.92764E-06	1.27877E-05	5.72989E-06	7.78053E-06
W0TFY0	KLMA_70422	3.18916E-06	2.71294E-06	4.59498E-06	4.65622E-06	6.03643E-06	8.99359E-06	1.16329E-06	3.21319E-06	1.02454E-06	7.44034E-06	5.8336E-06	3.68296E-06
W0TDG9	KLMA_50187	1.21074E-06	3.51079E-07	7.19144E-07	3.29103E-07	6.7881E-07	1.22312E-06	1.30814E-07	1.16247E-06	8.70367E-07	2.45878E-06	6.56001E-07	9.63764E-07
W0T6W7	KLMA_20717	8.50828E-06	8.32919E-06	7.79229E-06	1.09166E-05	7.35525E-06	6.8878E-06	4.33923E-06	9.11085E-06	5.47873E-06	5.69824E-06	1.1309E-05	6.96056E-06
W0TGD1	KLMA_80099	5.92414E-06	3.3691E-06	7.65892E-06	6.74405E-06	3.66288E-06	4.25514E-06	2.68068E-06	2.92519E-06	3.38464E-06	6.05962E-06	5.63182E-06	5.33439E-06
W0T401	KLMA_10680	3.38326E-06	3.31204E-06	2.56207E-06	1.41799E-06	2.35767E-06	4.35756E-06	1.72546E-06	7.39237E-06	3.75012E-06	3.90037E-06	4.49694E-06	2.76782E-06
W0T8A7	KLMA_10682	4.95504E-06	8.00261E-06	3.08845E-06	5.23277E-06	5.60932E-06	3.91366E-06	4.74408E-06	5.74518E-06	4.17823E-06	7.48042E-06	5.42084E-06	4.139E-06
W0TBV4	KLMA_50221	5.74815E-06	7.3688E-06	8.17182E-06	1.16802E-05	4.08998E-06	6.09361E-06	9.4734E-06	9.55459E-06	4.84701E-06	8.67774E-06	4.6853E-06	6.15798E-06
W0TCK9	KLMA_30529	2.99273E-06	2.92973E-06	7.4447E-06	8.40742E-06	8.49859E-06	1.04697E-05	2.6057E-06	7.19736E-06	1.35179E-05	5.44405E-06	6.79103E-06	9.97704E-06
W0T2R7	KLMA_10245	2.45404E-06	2.05982E-06	2.43358E-06	2.59159E-06	1.74613E-06	3.3365E-06	2.34956E-06	3.44117E-06	2.7774E-06	2.88868E-06	6.12349E-06	3.26137E-06
W0T8U2	KLMA_20778	3.93895E-06	3.35077E-06	3.39428E-06	1.87859E-06	5.55488E-06	3.62853E-06	2.28593E-06	8.6894E-06	4.96823E-06	3.00186E-06	3.74459E-06	2.13021E-06
W0T6D1	KLMA_20165	7.77165E-06	1.62463E-05	4.2093E-06	9.57219E-06	1.71566E-05	1.52877E-05	1.49384E-05	1.75721E-05	1.02585E-05	1.81134E-06	5.49914E-07	5.64111E-06
W0TGC2	KLMA_60540	1.97606E-05	1.73059E-05	9.57485E-06	6.5739E-06	2.78395E-06	6.5991E-06	1.14678E-05	1.67958E-05	1.3556E-05	1.80823E-05	2.52135E-05	1.28318E-05
W0T5C1	KLMA_20339	1.00705E-05	9.8585E-06	1.66976E-05	7.64135E-06	5.14848E-06	1.09966E-05	1.78912E-05	1.01464E-05	2.02088E-05	2.10185E-05	1.13484E-05	8.66485E-06
W0T5I4	KLMA_20232	2.9411E-06	2.38069E-06	3.25041E-06	4.29405E-06	3.71055E-06	8.29405E-06	6.70132E-06	7.8828E-06	4.60191E-06	6.13849E-06	5.70512E-06	6.53534E-06
W0T5Q3	KLMA_20484	2.99273E-06	1.52262E-06	2.5789E-06	6.26401E-06	2.94397E-06	2.75688E-06	2.48987E-06	2.43064E-06	9.61434E-07	4.87032E-06	5.4743E-06	3.45612E-06
W0TC72	KLMA_40362	0	4.50462E-07	4.4323E-07	0	1.15291E-07	1.7177E-07	1.57298E-06	2.42299E-06	1.89527E-06	4.70671E-07	6.5629E-07	1.44423E-08
0	0	5.62696E-06	4.72303E-06	2.61311E-06	4.42739E-06	2.98302E-06	4.44437E-06	5.3874E-06	3.05528E-06	4.74481E-06	3.44233E-06	4.58652E-06	4.70026E-06
W0T7S6	KLMA_30382	2.10411E-06	2.44168E-06	3.48877E-06	2.28884E-06	3.2931E-06	2.29762E-06	4.79423E-06	2.11996E-06	5.23802E-06	3.42419E-06	3.18245E-06	1.81042E-06
W0T8S2	KLMA_30148	6.83344E-06	8.57951E-06	1.98798E-05	8.04247E-06	3.14794E-06	4.69007E-06	3.96571E-06	4.32743E-06	2.19529E-06	6.98972E-06	6.49625E-06	7.89152E-06
W0T6P0	KLMA_20265	1.16282E-06	3.7185E-07	6.29812E-07	6.19911E-07	8.91905E-07	6.22288E-07	5.26179E-07	7.36384E-07	1.71573E-06	6.90974E-07	2.29291E-06	8.44045E-07
W0TDW4	KLMA_60516	3.80488E-06	1.93581E-06	2.28707E-06	2.43557E-06	2.61084E-06	3.88985E-06	9.6811E-07	2.15559E-06	1.35655E-06	5.22361E-06	3.23593E-06	4.39402E-06
W0T873	KLMA_20800	9.69014E-06	1.05277E-05	1.12075E-05	1.05304E-06	4.17926E-06	3.23605E-06	5.62356E-06	6.81025E-06	3.45481E-06	3.59323E-06	4.78758E-06	4.9063E-06
W0TAZ1	KLMA_30671	2.91582E-06	4.54141E-06	7.69192E-06	7.22726E-07	6.5422E-06	1.30824E-05	3.85957E-06	5.65273E-06	7.2587E-06	8.05575E-07	3.28582E-06	3.3673E-06
W0T5K3	KLMA_20247	1.48563E-06	7.01166E-07	9.25982E-07	1.16892E-06	7.87575E-07	8.18499E-07	9.92172E-07	1.38854E-06	1.68138E-06	3.98862E-06	2.08445E-06	1.97436E-06
W0T5E8	KLMA_10424	1.86267E-06	2.73573E-06	5.49257E-06	5.23277E-06	3.52566E-06	4.09573E-06	3.69905E-06	1.4633E-06	5.60793E-06	7.23555E-06	8.13284E-06	6.2097E-06
W0T6W1	KLMA_20098	5.72086E-06	7.74275E-06	9.48562E-06	6.22312E-06	4.19293E-06	8.38457E-06	7.5725E-06	5.76397E-06	4.96407E-07	9.31003E-06	4.49694E-06	1.75749E-05
W0THF0	KLMA_80177	6.50987E-06	6.37284E-06	5.6097E-06	4.45092E-06	2.09186E-06	3.11663E-06	9.32295E-06	5.28719E-06	4.77003E-06	4.96115E-06	4.6109E-06	4.72524E-06
W0TBL9	KLMA_30199	2.57519E-06	2.98834E-06	2.2191E-06	2.80128E-06	6.73887E-06	8.60847E-06	3.40869E-06	6.90209E-06	1.31623E-06	5.37479E-06	8.88382E-06	4.73152E-06
W0T8K0	KLMA_10787	3.07298E-06	3.0083E-06	5.79796E-06	1.46558E-06	3.6559E-06	7.53045E-06	5.82551E-07	2.49582E-06	1.67597E-07	1.02677E-06	3.74667E-06	6.8284E-06
W0T7Q3	KLMA_30145	2.2235E-07	1.91288E-07	1.05834E-07	9.94402E-09	1.92217E-07	9.35489E-08	3.70425E-08	3.78812E-07	2.4646E-07	7.84721E-07	2.95542E-07	3.77301E-07
W0T2P8	KLMA_10225 KLMA_50134	3.74764E-06	4.70523E-06	4.62969E-06	1.35025E-05	9.09754E-06	5.4926E-06	9.54495E-06	7.26534E-06	5.8639E-06	8.74329E-06	1.09066E-05	1.60234E-05
W0TGZ5	KLMA_80344	1.79203E-06	1.45057E-06	2.45687E-06	3.35555E-06	4.02076E-06	2.62642E-06	2.37205E-06	2.8726E-06	2.08912E-06	4.63985E-06	2.01942E-06	1.5419E-06
W0T4Y9	KLMA_10234	1.92586E-06	2.28009E-06	4.57779E-06	1.18459E-05	6.09494E-06	1.6626E-05	1.35168E-06	2.34667E-06	6.18694E-07	0	1.95359E-07	0
W0TCW7	KLMA_60181	4.01921E-06	3.93461E-06	5.08906E-06	1.68454E-06	2.80084E-06	1.69099E-06	2.0498E-06	3.55869E-06	1.1347E-06	2.69178E-06	1.74508E-06	3.28809E-06
W0TDN0	KLMA_60159	2.57519E-06	6.51056E-06	5.73092E-06	7.23444E-06	1.25881E-05	1.25008E-05	6.14057E-06	8.59369E-06	5.40815E-06	8.06375E-06	5.22773E-06	9.8501E-06
W0THK0	KLMA_60313	2.26532E-05	1.5469E-05	2.62003E-05	2.79015E-05	1.40064E-05	1.45563E-05	3.39515E-05	1.43457E-05	2.22786E-05	2.31713E-05	2.15354E-05	2.20695E-05
W0T800	KLMA_20725	1.30696E-06	7.19431E-07	2.16704E-06	8.36611E-07	2.08693E-06	3.10929E-06	6.3986E-07	1.42471E-06	5.63541E-07	2.30121E-06	3.20874E-06	3.38716E-06
0	0	4.82458E-06	4.72303E-06	1.27272E-05	1.35536E-05	9.13196E-06	7.07098E-06	2.11518E-05	1.48808E-05	7.54899E-06	1.12558E-05	1.04612E-05	5.57162E-06
W0T5I8	KLMA_10681	3.73739E-06	2.6464E-06	6.19687E-06	3.94686E-06	5.1168E-06	5.08132E-06	3.57827E-06	2.72367E-06	4.22983E-06	3.27774E-06	2.12496E-06	3.12188E-06
W0TFK8	KLMA_60532	4.50262E-06	7.01287E-06	7.46569E-06	2.14741E-06	6.34978E-06	6.5991E-06	1.14678E-05	1.38878E-05	1.3556E-05	1.05047E-05	9.76305E-06	1.00052E-05
W0T6H3	KLMA_10077	1.35452E-06	4.05931E-06	6.87537E-06	8.67913E-06	1.51019E-05	8.71241E-06	1.05611E-05	4.17784E-06	6.48814E-06	6.7481E-06	6.27169E-06	9.21404E-06
W0TA51	KLMA_30396	1.71271E-07	5.47693E-08	4.07114E-07	6.89773E-07	1.42273E-06	1.7882E-06	1.91251E-07	1.2293E-06	1.68439E-07	1.64179E-06	1.23003E-06	5.45594E-07
W0TH15	KLMA_70268	1.91104E-05	1.17588E-05	1.03506E-05	8.21255E-06	9.52488E-06	5.7506E-06	4.38139E-06	7.60661E-06	1.1813E-05	9.15399E-06	8.50773E-06	1.48016E-06
W0TIQ0	KLMA_80395	3.8194E-06	2.78578E-06	6.33286E-06	1.82157E-06	4.54391E-06	2.62141E-06	3.17764E-06	1.25704E-06	3.75625E-06	2.03038E-06	1.88704E-06	4.4108E-06
W0T6I3	KLMA_20774	1.01746E-05	4.74393E-06	9.1431E-06	7.54955E-07	4.76699E-06	5.72519E-06	2.81229E-06	3.93578E-06	4.76581E-06	1.61916E-06	2.55475E-07	5.97152E-07
W0TGT0	KLMA_70178	9.4388E-06	2.02314E-05	2.24362E-05	8.66173E-06	1.44017E-05	8.69495E-06	6.6247E-06	8.56909E-06	5.83454E-06	1.8577E-05	5.63989E-06	1.31827E-05
W0T813	KLMA_20478	2.72463E-06	3.49282E-06	3.26768E-06	4.88481E-07	1.93866E-06	2.15201E-06	5.944E-07	1.98562E-06	5.93337E-06	2.38954E-06	4.74239E-06	2.27592E-06
W0T9S8	KLMA_20376	3.9176E-06	4.47295E-06	3.65249E-06	1.5762E-06	2.42224E-06	2.51734E-06	9.96791E-07	1.01936E-05	8.22733E-06	5.37836E-06	4.99866E-06	2.84362E-06
W0TBT9	KLMA_30274	3.4621E-06	4.26988E-06	1.22776E-06	5.37222E-06	4.29064E-06	5.39282E-06	1.10979E-06	1.92672E-06	9.77417E-07	1.01658E-06	9.44809E-07	1.14774E-06
W0TE41	KLMA_70054	6.44133E-06	6.30574E-06	6.7129E-06	8.47404E-06	3.98265E-06	5.9337E-06	7.19274E-06	5.84781E-06	3.98167E-06	4.1412E-06	3.84883E-06	6.70277E-06
W0T730	KLMA_30127	3.74764E-06	4.70523E-06	4.62969E-06	5.47161E-06	2.31715E-06	5.4926E-06	4.18482E-06	5.41309E-06	1.91549E-06	1.99224E-06	1.85159E-06	6.2045E-06
W0T9B2	KLMA_40193	1.24289E-06	1.21673E-06	1.07103E-06	1.81464E-06	1.22264E-06	1.8216E-06	7.21298E-07	1.25226E-06	6.35265E-07	6.60717E-07	6.14071E-07	1.43534E-06
W0TD28	KLMA_50067	2.20399E-06	2.55758E-06	6.20396E-07	2.39749E-06	1.12678E-06	2.40668E-06	7.53417E-06	2.84795E-06	4.42283E-06	4.60004E-06	3.33352E-06	4.89743E-06
W0TAI9	KLMA_50008	1.53521E-05	2.39109E-05	6.87537E-06	7.32178E-06	3.44453E-05	7.34986E-06	5.24798E-05	1.54677E-05	7.84672E-06	1.29843E-05	1.20676E-05	2.27379E-05
W0T4N2	KLMA_20109	4.08735E-06	3.37554E-06	5.71724E-06	5.03431E-06	5.39658E-06	5.05361E-06	4.56416E-06	9.24173E-06	8.58382E-06	2.91632E-06	6.68863E-06	2.96683E-06
0	0	5.95251E-06	3.88406E-06	3.8217E-06	8.69076E-06	5.85554E-06	4.53401E-06	5.49606E-06	5.99736E-06	9.31384E-06	1.24237E-05	6.70784E-06	1.09368E-05
W0TD16	KLMA_50269	1.91867E-06	1.51409E-06	3.18129E-06	6.51872E-06	4.39209E-06	5.41074E-06	2.14249E-06	3.71961E-06	3.63075E-06	2.8135E-06	4.50114E-06	4.26342E-06
W0T9M7	KLMA_20331	5.01472E-07	2.55135E-07	4.32129E-07	7.09139E-05	1.51015E-06	7.34964E-07	0	0	2.56312E-07	1.27877E-05	2.47761E-07	5.79119E-07
W0T7U8	KLMA_20403	1.28484E-05	2.10306E-05	2.13037E-05	1.17906E-05	1.52857E-05	7.43926E-06	1.43472E-05	1.16645E-05	1.81149E-05	1.31423E-05	1.75106E-05	5.86181E-06
W0T7I4	KLMA_20555	2.65408E-06	1.0885E-06	1.43751E-06	1.81464E-06	2.10461E-06	1.8216E-06	1.54026E-06	1.25226E-06	1.35655E-06	3.48173E-06	4.01427E-06	1.92648E-06
W0TB23	KLMA_50143	1.72333E-06	2.09284E-06	1.65997E-06	6.40849E-07	4.31782E-07	1.96936E-06	2.5473E-07	1.35383E-06	6.86795E-07	7.14312E-07	2.91357E-06	2.22461E-06
W0T4F3	KLMA_10286	1.57005E-06	8.92897E-07	6.63053E-07	1.12341E-06	1.20425E-06	1.12772E-06	1.367E-06	1.76823E-06	1.20395E-06	1.25219E-06	2.65443E-06	4.61812E-07
W0TAB9	KLMA_30466	6.15213E-07	6.02263E-07	3.33213E-07	5.64564E-07	3.80384E-07	1.09047E-06	2.24407E-07	1.19268E-06	1.85222E-06	2.0556E-07	1.79042E-06	4.46557E-07
W0TFW8	KLMA_70412	1.64699E-06	6.5336E-07	1.33833E-06	8.78025E-07	4.12656E-07	8.81392E-07	7.45265E-07	2.16337E-06	9.40975E-07	1.31356E-06	1.56572E-06	6.94497E-07
W0T5I6	KLMA_20414	6.24257E-06	4.76499E-06	4.19438E-06	3.32796E-06	2.24227E-06	2.33031E-06	4.04958E-06	3.95325E-06	3.56656E-06	2.58752E-06	2.40484E-06	1.83618E-06
W0T5H0	KLMA_20394	3.02242E-06	4.94717E-06	3.14985E-06	3.97622E-06	4.6116E-06	2.78423E-06	8.32863E-06	1.91402E-06	9.09958E-06	7.62913E-06	4.11913E-06	4.22128E-06
W0TEP8	KLMA_40565	3.08638E-07	3.02142E-07	9.84672E-07	5.44973E-07	1.44163E-06	1.67473E-06	6.63142E-07	2.62592E-06	9.91521E-08	4.24142E-06	4.59757E-06	5.18102E-06
W0T8A8	KLMA_20598	2.69308E-06	1.45623E-06	1.28185E-06	1.12873E-06	2.48422E-07	2.18016E-06	1.37347E-06	1.49875E-06	2.32754E-06	1.80363E-06	2.88552E-06	2.73313E-06
W0TGH5	KLMA_70325	4.69005E-07	2.88582E-07	2.54024E-07	2.53519E-06	2.19069E-06	1.8961E-06	1.00771E-06	2.24375E-06	2.02428E-06	4.79731E-07	4.45862E-07	6.55038E-07
W0TDK3	KLMA_40175	1.37337E-06	5.44816E-07	5.79994E-07	9.82685E-07	1.0534E-06	2.24995E-06	2.03002E-07	6.78137E-07	1.67554E-06	1.09533E-06	1.01801E-06	1.23665E-06
W0TIE6	KLMA_70056	3.01428E-06	2.95083E-06	2.98914E-06	1.03983E-06	1.11465E-06	1.04381E-06	2.01308E-06	1.63667E-06	2.54172E-06	1.15902E-06	2.45693E-06	2.51786E-06
W0TGN4	KLMA_70113	1.35997E-06	1.70747E-06	2.25494E-06	3.82054E-06	4.95304E-06	3.83519E-06	2.41612E-06	1.96435E-06	2.12794E-06	4.25851E-06	1.29287E-06	1.57055E-06
W0T7J2	KLMA_20318	5.38276E-06	5.26945E-06	6.64965E-06	1.12665E-05	5.29506E-06	1.51796E-05	1.02042E-06	5.42332E-06	1.20743E-05	1.2558E-05	8.14137E-06	8.91155E-06
W0TCC1	KLMA_50406	8.74484E-06	9.9845E-06	8.15307E-06	1.38138E-05	1.15459E-05	1.72021E-05	1.6809E-05	7.4328E-06	1.95964E-06	6.23943E-06	8.31333E-06	8.51949E-06
W0T9M6	KLMA_40283	2.27161E-06	2.2238E-06	7.35852E-07	2.39894E-06	1.61632E-06	7.86636E-07	9.53548E-07	3.18536E-06	8.39813E-07	2.67394E-06	3.95388E-06	3.65107E-06
W0THU2	KLMA_80060	2.75832E-06	3.87108E-06	5.53117E-06	2.53124E-06	2.44494E-06	8.30018E-07	9.42911E-06	1.74677E-06	5.21965E-06	3.01058E-07	1.64816E-06	6.1292E-06
0	0	4.85667E-06	3.83259E-06	6.49136E-06	8.57559E-06	5.77794E-06	8.60847E-06	3.40869E-06	4.40917E-06	9.19042E-06	4.96774E-06	1.13936E-05	6.78309E-06
W0TAS9	KLMA_40491	0.000007434	4.41123E-06	5.40418E-06	7.57099E-06	3.20621E-06	2.48261E-06	3.00938E-06	2.44667E-06	8.65785E-07	1.73264E-06	2.56201E-06	3.76398E-06
W0T807	KLMA_10607	2.65408E-06	3.33224E-06	3.27874E-06	1.2658E-06	1.64101E-06	1.35585E-07	1.64354E-07	2.15559E-06	1.94474E-06	2.02266E-06	4.01427E-06	4.39402E-06
W0TIR2	KLMA_80405	1.19066E-06	1.74874E-06	2.44906E-06	5.01832E-06	3.38117E-06	1.95062E-06	1.03668E-06	2.30827E-06	9.1303E-07	1.51083E-06	2.70182E-06	2.06293E-06
