Uniprot_DMKU3_1042	Gene_name_DMKU3_1042	standard_A	standard_B	standard_C	high_temp_A	high_temp_B	high_temp_C	low_pH_A	low_pH_B	low_pH_C	osmotic_stress_A	osmotic_stress_B	osmotic_stress_C
W0TCI4	KLMA_50481	6.01819E-07	5.89151E-07	4.67294E-07	5.52273E-07	2.19183E-06	1.69716E-06	9.63411E-07	9.40494E-07	5.91868E-07	1.18447E-06	1.41185E-06	8.40533E-07
W0TG62	KLMA_80019	1.10717E-05	8.27689E-06	1.40188E-05	4.64037E-06	9.57126E-06	4.65817E-06	8.09489E-06	1.04604E-06	3.12575E-06	3.25099E-06	5.12949E-07	2.307E-06
W0T5F3	KLMA_10429	1.74594E-06	1.82379E-07	3.08901E-07	5.23371E-07	5.61034E-07	1.60835E-06	0	1.7591E-06	2.20217E-06	4.0733E-06	3.19367E-06	3.87961E-06
W0TF11	KLMA_50050	2.19366E-06	2.88231E-06	2.53715E-06	1.4042E-06	1.82044E-06	8.85976E-07	1.07397E-06	1.38918E-06	2.15739E-06	2.24383E-06	1.45467E-06	1.11069E-06
W0T553	KLMA_20294	2.21199E-06	1.79051E-06	1.90612E-06	2.40619E-06	2.17595E-06	1.68487E-06	2.04237E-06	3.54579E-06	2.5787E-06	1.17589E-06	4.2908E-06	4.91521E-06
W0TES5	KLMA_70304	3.85259E-07	3.18166E-07	1.45554E-07	1.55004E-07	3.19713E-07	1.55599E-07	1.88615E-07	3.27457E-07	5.08537E-07	6.78337E-07	4.91572E-07	1.95064E-07
W0TAJ8	KLMA_40039	3.24434E-06	6.11116E-06	5.37935E-06	9.11424E-06	2.00596E-06	0	3.6228E-06	2.05455E-06	3.19069E-06	3.31853E-06	3.08425E-06	0
W0T4H8	KLMA_20054	8.08972E-06	6.17493E-06	7.79229E-06	5.78841E-06	2.02689E-06	1.77881E-05	1.12062E-05	1.94553E-05	1.89906E-05	1.47159E-05	9.54035E-06	1.40162E-05
W0TAW7	KLMA_50123	1.35452E-06	8.83832E-07	1.16722E-06	1.97762E-06	6.9249E-07	1.47909E-06	0	1.75028E-06	1.57908E-06	2.82707E-06	3.25947E-06	1.56425E-06
W0TDC9	KLMA_50142	7.8664E-07	7.70081E-07	3.65308E-07	1.59845E-06	5.59718E-07	6.21315E-07	5.60582E-08	4.27123E-07	2.9082E-07	9.2596E-07	8.60589E-07	1.49872E-06
W0TDE0	KLMA_50157	9.16167E-06	1.02058E-05	4.96217E-06	2.74635E-06	9.01242E-06	8.43965E-06	3.34185E-06	3.01528E-06	6.71311E-06	1.59093E-06	1.11702E-05	8.52881E-06
W0T6A6	KLMA_20699	1.22304E-06	7.52545E-07	6.62428E-07	1.12235E-06	2.31497E-06	1.61517E-06	1.36572E-06	1.91131E-06	1.72436E-06	1.25101E-06	2.23719E-06	1.27268E-06
W0TFH3	KLMA_80066	3.65855E-07	2.70568E-06	2.66225E-06	6.46003E-07	1.70889E-06	1.47909E-06	7.86078E-07	4.75404E-06	4.07803E-06	1.64234E-06	1.13612E-07	8.12958E-07
W0T5E5	KLMA_20364	3.55334E-07	1.28787E-06	5.8917E-07	2.46338E-06	1.65974E-06	1.43655E-06	2.33722E-06	2.10883E-06	2.63999E-06	2.74577E-06	6.49976E-07	2.41714E-06
W0T2Y2	KLMA_10320	2.15158E-06	1.46923E-06	2.48848E-06	1.97444E-06	1.78552E-06	1.98201E-06	5.47446E-07	2.90956E-06	1.47601E-06	9.64895E-07	1.42677E-06	1.56174E-06
W0TDZ1	KLMA_60551	1.80928E-06	1.31964E-06	1.55909E-06	5.08277E-06	3.42459E-06	2.6517E-06	1.04999E-06	2.61332E-06	1.77936E-06	7.26598E-06	0.00000172	6.39637E-06
W0T444	KLMA_10558	2.02868E-06	3.15968E-06	6.47224E-06	2.9619E-06	6.10923E-06	5.72097E-06	3.60414E-06	2.04396E-06	1.03689E-06	6.35243E-06	3.06836E-06	3.35862E-06
W0T257	KLMA_10025	6.90443E-07	5.27019E-07	1.51539E-07	2.91003E-06	1.30687E-06	7.89015E-07	6.01152E-07	3.195E-06	1.2076E-06	2.162E-06	8.14251E-07	1.19626E-06
W0T6D4	KLMA_20729	1.3464E-06	1.06249E-06	1.04544E-06	1.77128E-06	3.08209E-06	1.24029E-06	4.91117E-07	2.61018E-06	2.54783E-06	3.39855E-06	1.27996E-06	2.41171E-06
W0TDS0	KLMA_50297	2.32694E-06	2.27796E-06	9.39014E-07	2.13537E-06	1.8452E-06	2.14356E-06	1.35041E-06	2.34447E-06	3.88508E-07	1.237E-06	2.21212E-06	1.25842E-06
W0TFY8	KLMA_50365	2.07123E-06	2.45221E-06	3.43426E-06	1.90071E-06	2.46413E-06	2.73531E-06	3.3157E-06	1.88039E-06	2.03699E-06	3.03722E-06	1.23761E-06	9.44955E-07
W0T8Z6	KLMA_20106	5.72086E-06	6.63867E-06	1.12441E-05	6.22312E-06	5.62766E-06	4.35756E-06	1.01637E-05	2.9956E-06	1.42416E-05	3.04119E-06	2.82649E-06	3.43356E-06
W0TAG3	KLMA_40608	4.95504E-06	4.85074E-06	4.26986E-06	1.22817E-06	1.59223E-06	1.23288E-06	1.49448E-06	4.99238E-06	2.53261E-06	2.63409E-06	3.89496E-06	7.33889E-06
W0T9L5	KLMA_30201	1.63101E-07	1.59668E-07	4.30261E-07	4.58197E-07	3.08718E-07	7.80854E-08	2.89765E-07	1.6433E-07	2.55203E-07	5.10722E-07	7.55192E-07	3.62423E-07
W0TD19	KLMA_50274	1.20896E-06	9.786E-07	1.33611E-06	2.80827E-06	3.64071E-06	1.77187E-06	7.01607E-07	2.06789E-07	1.04903E-07	1.0225E-06	2.90921E-06	1.39616E-06
W0T4E2	KLMA_20009	3.1876E-06	3.87108E-06	4.12104E-06	3.62877E-06	7.48472E-06	8.98921E-06	2.77537E-06	3.58996E-06	9.59689E-06	4.31596E-07	1.22797E-06	9.37597E-07
W0T419	KLMA_10700	1.01106E-05	1.48496E-05	9.73892E-06	1.151E-05	1.11176E-05	1.15541E-05	8.8031E-06	1.52832E-05	7.75311E-06	8.06375E-06	1.19237E-05	5.72227E-06
0	0	6.38612E-06	6.25169E-06	9.07877E-06	2.203E-06	4.54391E-06	1.14931E-06	2.68068E-06	7.90094E-07	3.75625E-06	2.45553E-06	3.63094E-06	2.77235E-06
W0T8G6	KLMA_30028	3.25275E-06	1.49118E-06	1.10733E-06	0	7.01012E-08	0	7.45748E-07	3.96349E-06	3.86881E-06	4.02381E-06	3.09224E-06	4.84758E-07
W0TEI1	KLMA_50567	2.89566E-06	1.29467E-06	1.76765E-06	3.96442E-07	4.18547E-06	1.74653E-06	1.57581E-07	1.20065E-06	8.175E-07	3.33825E-06	4.65476E-06	9.59954E-07
0	0	5.19071E-05	5.08145E-05	2.81141E-05	4.76337E-05	3.2094E-05	4.78164E-05	3.64314E-05	4.71242E-05	7.31835E-05	5.30942E-05	9.49483E-05	7.24963E-05
W0T4T1	KLMA_20169	1.04841E-05	1.02635E-05	1.35542E-05	1.27354E-06	1.5473E-05	3.91366E-06	2.79445E-05	2.0325E-05	8.03951E-06	8.36163E-06	1.23641E-05	9.44043E-06
W0T462	KLMA_10186	1.2679E-06	8.65799E-07	1.1821E-06	3.00483E-06	3.6653E-06	5.46088E-06	0	0	5.46696E-07	2.95508E-07	8.97151E-08	4.03495E-07
W0T963	KLMA_40148	6.29833E-06	8.43515E-06	3.41132E-06	7.65079E-07	0	0	7.03306E-06	3.98856E-06	4.82973E-06	8.52784E-07	7.92578E-07	2.65586E-06
W0TB47	KLMA_50178	3.86683E-07	1.15884E-06	2.51727E-06	4.26501E-06	5.96043E-06	5.31116E-06	6.8698E-07	1.19268E-06	4.57079E-06	1.21083E-06	2.56675E-06	4.18496E-06
W0T5D8	KLMA_20354	7.6402E-06	5.46712E-06	3.02479E-06	2.07676E-06	1.39925E-06	2.08472E-06	3.6228E-06	1.43314E-06	7.27027E-07	7.56156E-07	7.02772E-07	1.64267E-06
W0T470	KLMA_10765	3.22208E-06	4.04538E-06	3.98043E-06	4.70429E-06	4.54391E-06	2.96815E-06	8.20639E-06	8.01117E-06	1.64686E-06	1.71285E-06	4.87337E-06	1.13911E-05
W0TB30	KLMA_40234	1.2993E-06	7.99466E-07	1.35408E-06	1.70932E-06	1.15168E-06	1.71588E-06	4.73937E-07	1.58321E-06	4.17408E-07	1.32901E-06	3.04812E-06	1.35204E-06
W0TEX1	KLMA_70344	1.90991E-07	1.17518E-07	1.99043E-07	1.32406E-06	1.10668E-06	1.03635E-06	2.13271E-07	1.13349E-06	1.10641E-06	8.57367E-07	1.0695E-06	8.16598E-07
W0TE07	KLMA_50407	1.13515E-06	2.13822E-06	6.14824E-07	1.0417E-06	2.14861E-06	1.4991E-06	2.43899E-06	1.38319E-06	2.75494E-06	7.298E-07	6.78277E-07	1.58541E-06
W0T339	KLMA_10173	1.05542E-06	1.0332E-06	3.01231E-06	2.96496E-06	2.68125E-06	5.12334E-06	3.60786E-06	2.7462E-06	2.21647E-06	3.30484E-06	3.07152E-06	2.34521E-06
W0TID5	KLMA_70046	1.70964E-06	6.16183E-07	4.22916E-07	2.19357E-06	6.92119E-07	2.34963E-07	8.71918E-07	9.51448E-07	2.50847E-07	7.98688E-07	1.42829E-06	3.56237E-07
W0T4N4	KLMA_10723	6.00774E-06	3.6966E-06	8.02986E-06	1.80091E-06	7.14736E-06	3.4785E-06	1.6555E-05	3.80454E-06	5.90841E-06	6.14513E-06	1.09893E-05	8.39074E-06
W0TBB5	KLMA_40274	3.2039E-07	3.71792E-07	3.54086E-07	3.48519E-07	1.63798E-07	1.53388E-07	3.15658E-08	2.40508E-07	7.97587E-07	6.687E-07	4.84588E-07	4.74529E-07
W0TG88	KLMA_60505	7.81328E-06	6.16575E-06	8.14269E-06	7.17003E-06	3.03641E-06	7.19752E-06	1.67876E-05	7.09334E-06	7.68409E-06	7.99196E-06	4.6686E-06	5.67133E-06
W0TKL8	KLMA_80408	6.48231E-06	3.56826E-06	2.44906E-06	2.60808E-06	2.79576E-06	4.16536E-06	7.23851E-06	4.10507E-06	8.55656E-06	1.51083E-06	6.16245E-06	4.70524E-06
W0TFV6	KLMA_60410	1.3304E-06	1.5751E-06	2.2059E-06	7.67359E-07	2.02991E-06	2.35813E-06	2.12974E-06	1.20781E-06	8.22375E-07	1.95087E-06	1.26475E-06	1.38439E-06
W0T4T9	KLMA_10451	1.06806E-06	8.42849E-07	8.29318E-07	1.40512E-06	6.6038E-07	1.4105E-06	1.19266E-06	2.50416E-06	6.60216E-07	1.56619E-06	1.9537E-06	2.87027E-06
W0TBH1	KLMA_30139	1.24764E-06	3.98972E-07	6.75749E-07	7.98636E-07	7.7141E-07	8.01699E-07	6.10816E-07	1.36004E-06	1.64686E-06	1.71285E-06	1.18607E-06	1.55888E-06
W0TGU4	KLMA_80294	2.89443E-06	2.83351E-06	2.78802E-06	4.72374E-06	8.21945E-06	4.74185E-06	5.748E-06	3.25978E-06	3.53126E-06	3.67275E-06	1.11503E-06	5.01487E-06
W0TH69	KLMA_80414	7.00901E-06	5.78839E-06	5.09524E-06	8.63286E-06	3.02292E-06	1.37875E-05	5.45945E-06	5.95741E-06	1.57066E-06	5.00092E-06	6.66316E-06	5.08755E-06
W0TBY6	KLMA_40519	2.32042E-06	6.95401E-06	5.51568E-06	6.51872E-06	4.39209E-06	9.38105E-06	4.98567E-06	2.82745E-06	4.391E-06	4.56693E-06	2.20592E-06	5.15615E-06
W0TEE8	KLMA_50537	1.03822E-06	5.28216E-07	1.42339E-06	1.51581E-06	1.30984E-06	1.52163E-06	6.02517E-07	7.7936E-07	5.30652E-07	8.78093E-07	8.16101E-07	1.5377E-06
W0TBW1	KLMA_50231	2.23525E-06	1.76392E-06	1.73561E-06	2.05123E-06	1.9813E-06	2.0591E-06	2.49601E-06	8.89708E-07	1.38171E-06	3.27774E-06	2.12496E-06	2.32598E-06
W0TCT7	KLMA_40602	4.12669E-06	1.77119E-06	2.99992E-06	3.78695E-06	2.55152E-06	2.6517E-06	3.21435E-06	1.82291E-06	2.83096E-06	9.61806E-07	5.26545E-06	5.15615E-06
W0T906	KLMA_30243	1.19922E-06	2.25891E-06	6.08711E-06	3.36895E-06	3.2541E-06	1.0353E-05	1.33912E-06	3.33292E-06	3.61049E-06	3.75515E-06	5.00331E-06	2.66476E-06
W0T5C0	KLMA_10389	8.84416E-07	5.0999E-06	1.46643E-06	3.56187E-06	1.05218E-06	2.4941E-06	3.02331E-06	5.24882E-06	8.15136E-06	1.74066E-06	2.74646E-07	2.81736E-06
W0TES3	KLMA_60549	4.24848E-06	9.48617E-06	7.0443E-06	8.89238E-06	8.0415E-06	2.03398E-06	4.74408E-06	2.69044E-06	2.17148E-06	6.9139E-06	9.21199E-06	3.08379E-06
W0TA81	KLMA_30431	5.11127E-06	7.50697E-06	3.43426E-06	5.81867E-06	7.54346E-06	0	1.01504E-05	7.72617E-06	6.65397E-07	4.07649E-06	3.7887E-06	4.60244E-06
W0TD12	KLMA_50264	1.40201E-05	6.42736E-06	2.32464E-05	4.20274E-06	5.44852E-06	8.11768E-06	2.24439E-05	8.87855E-06	8.66645E-06	4.68451E-06	1.91074E-05	1.95813E-05
W0TAR9	KLMA_40109	7.95392E-08	1.49823E-07	2.5376E-07	6.84043E-07	8.86808E-07	9.84402E-07	5.23172E-07	1.44508E-06	4.60771E-07	1.46708E-06	1.3635E-06	1.04108E-06
W0T504	KLMA_10516	8.33717E-07	3.02172E-06	4.5156E-07	3.35769E-06	1.95167E-05	1.77616E-05	9.30974E-07	1.01589E-06	0	8.52784E-07	0	0
W0TDS6	KLMA_50569	1.75211E-06	4.23274E-06	1.36046E-06	3.09376E-06	1.08332E-06	2.31387E-06	1.22973E-06	2.13496E-06	1.08306E-06	2.56927E-06	3.20496E-06	1.82323E-06
W0T748	KLMA_30142	3.94406E-06	3.86104E-06	7.75189E-06	1.88102E-06	3.87981E-06	9.81339E-07	3.64162E-06	3.97378E-06	4.59793E-06	1.08966E-06	1.01273E-06	4.55476E-06
W0TB15	KLMA_40596	0	9.77531E-08	1.65567E-07	9.16342E-08	6.174E-08	2.81596E-07	0	0	9.8204E-08	1.02139E-07	9.49278E-08	7.24806E-08
W0T9Q5	KLMA_30488	1.69614E-06	1.29467E-06	1.63378E-06	1.21363E-06	8.17703E-07	1.93829E-06	2.34956E-06	1.33247E-06	2.96657E-06	3.08543E-06	2.8676E-06	1.52728E-06
W0TAQ3	KLMA_40094	1.11762E-05	1.09409E-05	1.16474E-05	1.09438E-06	6.91018E-06	3.36307E-06	1.24799E-05	1.74656E-05	1.09914E-05	1.14318E-05	1.06247E-05	8.11231E-06
W0TCN1	KLMA_30554	2.09463E-06	1.19123E-06	2.70801E-06	3.41846E-06	1.60662E-06	2.39367E-06	3.09613E-07	1.64553E-06	1.60622E-06	8.68216E-07	1.55263E-06	2.70392E-06
W0T519	KLMA_10531	3.13548E-06	1.28594E-06	1.26529E-06	2.14379E-06	1.93866E-06	2.88838E-06	1.94165E-07	2.54658E-06	1.00729E-06	1.66681E-06	4.74239E-06	2.27592E-06
W0TH38	KLMA_80057	2.75648E-06	3.34752E-06	2.65513E-06	1.97233E-06	3.031E-06	3.15001E-06	3.8184E-06	5.34382E-06	3.36296E-06	2.19843E-06	3.25076E-06	3.55829E-06
W0TEV2	KLMA_70027	8.95156E-07	8.76313E-07	1.03532E-06	2.51474E-06	1.69435E-06	1.76088E-06	3.06002E-06	1.73539E-06	1.87991E-06	1.95523E-06	1.14217E-06	8.72088E-07
W0T712	KLMA_20148	1.5272E-06	6.55481E-07	1.42386E-06	9.7759E-07	4.13996E-07	9.81339E-07	3.8858E-07	1.29807E-06	1.04768E-06	1.08966E-06	1.45184E-06	1.10853E-06
0	0	7.24219E-06	8.79505E-06	4.86603E-06	8.24452E-06	5.55488E-06	5.20185E-06	6.3056E-06	5.68942E-06	5.5535E-06	9.18962E-06	2.78993E-06	9.34881E-06
W0TK18	KLMA_80193	2.01708E-07	3.39905E-07	3.34448E-07	1.29117E-07	6.57204E-07	3.96784E-07	3.0231E-07	8.35029E-07	6.07282E-07	1.08724E-06	4.09475E-07	3.12648E-07
W0TEE1	KLMA_40445	9.07082E-08	3.48639E-07	4.60424E-07	4.3261E-08	2.91478E-08	0	3.10079E-07	5.38334E-07	1.07222E-06	1.38341E-06	1.03645E-06	9.81708E-07
W0TAY6	KLMA_40556	5.82381E-06	4.44535E-06	2.45948E-06	6.62983E-06	6.40382E-06	2.17399E-06	8.0674E-06	4.57515E-06	1.01859E-05	1.05941E-05	6.86812E-06	5.24405E-06
W0TE64	KLMA_60052	4.02734E-06	3.25996E-06	2.58568E-06	4.38093E-06	3.96173E-06	5.90253E-06	2.33722E-06	2.10883E-06	3.49458E-07	4.88313E-06	4.53839E-06	3.46521E-06
W0TEK4	KLMA_50587	1.69078E-06	3.5345E-06	5.98649E-06	2.0825E-06	3.20031E-06	3.32596E-06	4.03168E-06	1.43711E-06	2.23181E-06	2.32123E-06	2.15735E-06	5.04262E-06
W0TFK2	KLMA_80101	3.99516E-07	9.65149E-07	9.49655E-07	3.66625E-07	4.75301E-07	3.68031E-07	1.36572E-06	2.37104E-06	2.96825E-06	1.25101E-06	3.79802E-07	1.27268E-06
W0T4K6	KLMA_20084	3.95833E-07	2.25113E-07	2.6596E-07	4.80832E-08	1.12407E-06	6.4848E-07	5.85092E-08	1.95452E-07	3.03535E-07	7.20057E-07	6.69222E-07	8.79571E-07
W0TFX1	KLMA_80226	2.75832E-06	2.70026E-06	3.68673E-06	3.62877E-06	2.44494E-06	3.64269E-06	3.28662E-07	1.09791E-06	2.71271E-06	9.21632E-07	8.56566E-07	2.00215E-06
W0T818	KLMA_20483	6.29833E-06	2.49854E-06	2.65987E-06	3.35769E-06	1.57806E-06	7.68013E-07	4.08575E-06	3.10995E-06	4.82973E-06	1.64088E-06	2.58902E-07	2.65586E-06
W0T431	KLMA_10715	4.36652E-06	4.27461E-06	4.82574E-06	2.0825E-06	4.29538E-06	2.09049E-06	4.03168E-06	3.27782E-06	3.5508E-06	3.9407E-07	2.15735E-06	1.64721E-06
W0TC52	KLMA_30394	3.6105E-06	2.22156E-06	1.95553E-06	5.62485E-07	1.16018E-06	1.08645E-06	1.31698E-06	1.18829E-06	6.02812E-07	6.26965E-07	1.78383E-06	1.36201E-06
W0T8N0	KLMA_30098	1.47705E-06	4.72334E-07	1.02602E-06	4.42768E-07	4.7463E-07	7.07144E-07	9.14666E-08	1.48818E-06	1.08229E-06	1.12566E-06	4.58682E-07	5.57198E-07
0	0	7.00901E-06	2.10051E-05	1.16215E-05	4.4866E-06	1.32666E-05	4.5038E-06	3.21583E-05	9.47823E-06	1.47196E-05	9.62248E-06	1.42285E-05	1.0864E-05
W0TF87	KLMA_60180	3.5627E-07	3.72156E-08	6.30332E-08	1.06797E-07	0	1.07207E-07	7.65483E-07	9.90157E-07	1.5377E-06	3.41518E-06	5.30711E-06	4.66318E-06
W0TD45	KLMA_50087	5.30511E-07	5.19344E-07	8.79628E-07	1.49036E-06	1.00415E-06	2.87865E-06	1.81351E-06	1.02847E-06	1.59721E-06	2.38149E-06	2.21336E-06	1.17884E-06
W0TBW3	KLMA_50483	5.50698E-06	5.39106E-06	4.00332E-06	1.15151E-06	1.04236E-05	5.07298E-06	1.40119E-06	3.48742E-06	1.23406E-06	1.28351E-06	5.23524E-06	6.88077E-06
W0TAB6	KLMA_40558	4.6996E-06	5.70728E-06	6.0758E-06	5.70876E-07	5.16764E-06	7.6992E-06	6.5101E-06	3.69198E-06	5.7336E-06	3.74817E-06	1.81044E-06	4.23175E-06
W0TB02	KLMA_20821	4.71949E-07	8.88982E-07	4.91846E-07	1.32584E-06	8.93303E-07	1.908E-06	1.01403E-06	1.31166E-06	1.51617E-07	4.82742E-07	8.63288E-07	1.50342E-06
W0T8T9	KLMA_30168	2.82409E-06	1.29467E-06	1.52959E-06	8.46563E-07	3.3598E-06	1.63516E-06	1.98211E-06	1.12409E-06	1.74569E-06	1.81564E-06	2.68474E-06	2.93871E-06
W0TDW1	KLMA_50347	4.00195E-07	1.71765E-07	1.51196E-07	1.12426E-06	1.61754E-06	1.12857E-06	3.11719E-07	1.04131E-06	2.07401E-06	1.25314E-06	5.10628E-07	1.19355E-06
W0TG83	KLMA_50480	2.44716E-06	3.31204E-06	2.70452E-06	5.68445E-06	2.40729E-06	1.86399E-06	1.42018E-06	8.05406E-07	0	1.3009E-06	1.92361E-06	2.10558E-06
W0TG05	KLMA_80261	3.14988E-07	6.58468E-07	3.6431E-07	3.87965E-07	3.1418E-06	3.17156E-06	8.01454E-08	1.39142E-07	0	1.32383E-06	6.39437E-07	4.88232E-07
W0T427	KLMA_10710	2.94918E-07	3.82169E-08	2.84075E-07	3.58247E-08	3.2429E-07	1.10091E-07	2.56778E-07	7.09263E-07	8.87908E-07	9.23483E-07	3.47802E-07	3.80705E-07
W0T7R5	KLMA_10522	2.15256E-06	3.16149E-06	5.35471E-06	4.71508E-06	1.65105E-06	8.03538E-07	3.18176E-07	1.69104E-06	2.62617E-06	1.71678E-06	2.53856E-06	3.72952E-06
W0TEV9	KLMA_70334	2.77127E-06	4.31628E-06	3.42353E-06	2.54312E-06	8.34552E-06	5.82273E-06	4.92343E-06	4.00283E-06	2.72545E-06	1.4732E-06	2.63453E-06	3.20038E-06
W0TDX5	KLMA_60279	5.56341E-06	4.78619E-06	2.64805E-06	7.6168E-07	1.57105E-06	2.49763E-07	3.02759E-07	4.92595E-06	4.80827E-06	5.00092E-06	0	1.15924E-06
W0TFC1	KLMA_60482	1.30696E-06	1.83422E-06	1.74687E-06	1.19936E-06	5.07914E-07	1.28469E-07	9.17302E-07	1.18654E-06	8.0789E-07	8.40259E-07	7.80938E-07	9.48669E-07
W0TC15	KLMA_50296	4.14659E-06	5.81941E-06	1.41162E-06	3.80522E-06	2.56382E-06	2.40089E-06	1.51253E-06	3.76452E-06	2.56319E-06	2.66589E-06	5.65122E-06	3.00984E-06
0	0	1.87763E-05	1.4332E-05	1.26158E-05	1.34349E-05	9.05198E-06	7.00905E-06	1.6348E-05	9.27123E-06	2.29074E-05	2.38252E-05	2.21432E-05	5.52282E-06
W0TEG7	KLMA_60459	2.29146E-06	1.05049E-06	1.24111E-06	1.32169E-06	8.9051E-07	1.32676E-06	8.35841E-07	4.74018E-07	1.41645E-06	1.4732E-06	3.12293E-06	1.04543E-06
0	0	1.19922E-06	1.17398E-06	2.12173E-07	2.11751E-06	2.26989E-06	1.10471E-06	8.41684E-07	1.08872E-06	1.17939E-06	1.3089E-07	0	1.6749E-06
W0TFV3	KLMA_80206	7.36201E-07	1.75404E-07	5.11394E-07	2.20687E-07	1.48691E-07	1.15133E-07	2.68539E-07	5.97928E-07	7.24028E-07	3.91362E-07	1.18816E-07	9.072E-08
W0T9W9	KLMA_40393	2.34419E-05	1.96761E-05	1.08862E-05	4.20274E-06	8.66859E-06	4.21885E-06	1.56556E-05	5.58049E-06	4.50405E-06	9.01368E-06	1.4222E-06	1.01766E-05
W0T828	KLMA_30275	2.72566E-06	3.68897E-06	1.74996E-06	6.75591E-07	1.99769E-06	0	1.5818E-06	3.52203E-06	2.21647E-06	2.30528E-06	1.34666E-06	2.34521E-06
W0TAL2	KLMA_50028	1.05542E-06	1.38674E-06	1.74996E-06	3.9795E-06	3.43874E-06	2.07612E-06	2.68539E-07	1.42723E-06	7.24028E-07	4.43569E-06	4.12253E-06	3.14769E-06
W0TJN4	KLMA_80038	2.63399E-06	4.31138E-06	8.96689E-07	7.89578E-07	1.62859E-06	1.52509E-06	1.84869E-06	1.66803E-06	2.76413E-07	1.69342E-06	4.81809E-06	3.67878E-06
W0TGU5	KLMA_60023	9.43928E-07	1.97324E-06	1.09173E-06	1.84972E-06	4.61414E-06	1.85682E-06	7.35242E-07	1.82994E-06	6.47546E-07	6.73491E-07	1.2044E-06	2.09748E-06
W0TB78	KLMA_30029	7.28367E-07	1.22739E-06	2.07887E-06	2.04619E-06	1.37865E-06	2.05403E-06	5.67338E-07	1.89521E-06	2.19289E-06	1.59093E-06	2.11973E-06	7.09597E-07
W0TFK5	KLMA_60320	2.51056E-06	2.45771E-06	2.41825E-06	9.33594E-07	2.76059E-06	1.80326E-06	1.13603E-06	2.82745E-06	1.00053E-06	1.04062E-06	9.67149E-07	1.42089E-06
W0TG97	KLMA_80361	1.00717E-06	6.19717E-07	5.45506E-07	9.24252E-07	1.19822E-06	3.03072E-07	3.67379E-07	2.08346E-07	3.2356E-07	3.36524E-07	0	2.38807E-07
W0TAQ9	KLMA_40471	1.37935E-06	3.33224E-06	1.43751E-06	3.87499E-06	2.61084E-06	2.44491E-06	6.75972E-06	2.67407E-06	4.15281E-06	1.4109E-06	1.31129E-06	1.92648E-06
W0T902	KLMA_30238	2.36802E-06	1.61703E-06	1.72144E-06	4.95152E-07	1.0213E-06	9.56397E-07	6.02517E-07	1.4996E-06	1.02105E-06	1.68958E-06	1.5703E-06	1.71885E-06
W0T2P5	KLMA_10220	3.75279E-06	2.19722E-06	1.74276E-06	2.05968E-06	8.72248E-07	2.20622E-07	2.67434E-07	2.03765E-06	1.3874E-06	1.44299E-06	4.10557E-06	4.02035E-06
W0TAV4	KLMA_20771	2.03918E-06	8.76095E-06	0	0	7.42673E-06	1.87848E-06	3.05926E-05	2.98649E-05	2.00547E-06	6.38533E-06	5.93453E-06	8.71871E-06
W0TG06	KLMA_70145	3.26184E-08	3.19318E-08	5.06852E-07	5.39762E-07	1.89005E-07	1.65872E-06	6.56801E-07	8.49576E-07	1.77085E-06	1.8418E-06	1.71177E-06	6.7926E-07
W0TD76	KLMA_60301	9.55558E-07	6.96959E-07	1.58439E-06	8.76889E-07	1.34757E-06	2.00772E-06	2.43373E-06	1.85248E-06	9.39758E-07	2.22933E-06	1.44527E-06	6.93599E-07
W0TI32	KLMA_80417	1.21054E-05	1.6989E-05	4.12104E-06	3.62877E-06	4.70442E-06	7.00905E-06	8.49627E-06	4.81837E-06	3.88894E-06	4.04475E-06	3.7592E-06	8.7868E-06
W0TG96	KLMA_70250	4.15772E-06	2.71294E-06	3.58279E-06	1.98292E-06	2.12561E-06	1.0345E-06	0	2.1771E-06	1.10443E-06	3.51647E-06	4.6853E-06	3.57739E-06
W0T4S1	KLMA_10431	3.61777E-06	1.33135E-06	1.68006E-06	1.98558E-06	1.91789E-06	2.85744E-06	7.89245E-07	1.37022E-06	1.33749E-06	1.39107E-06	2.94883E-06	5.13032E-07
W0TI27	KLMA_80412	2.66963E-07	2.2069E-06	8.51712E-07	2.44985E-07	1.65062E-07	2.45924E-07	2.98105E-07	1.27717E-06	8.03743E-07	2.73068E-07	2.5379E-07	1.93777E-07
W0T3Z0	KLMA_10141	9.3261E-07	5.30382E-07	1.54634E-06	6.67307E-07	1.02549E-06	2.05067E-06	4.22007E-07	1.808E-06	1.1378E-06	3.86563E-07	3.59272E-07	8.96076E-08
W0TDP7	KLMA_60481	3.27819E-06	6.17493E-06	1.77554E-06	3.0083E-06	2.90575E-06	9.86453E-07	3.6606E-06	3.9945E-06	3.22398E-06	0	0	1.4956E-06
W0TE36	KLMA_60022	1.15378E-06	1.12949E-06	3.68099E-06	2.03727E-06	3.13079E-06	3.25372E-06	1.28837E-06	1.40589E-06	1.1347E-06	3.61285E-06	4.81371E-06	2.56378E-06
W0TH33	KLMA_80052	7.7167E-06	1.01392E-05	1.7173E-05	2.16784E-05	1.01885E-05	2.17615E-05	6.01068E-06	1.04352E-05	1.62058E-05	5.50585E-06	5.11715E-06	1.19609E-05
W0TFE7	KLMA_50155	3.50256E-07	1.6057E-07	1.19237E-07	2.02024E-07	1.36117E-07	3.22652E-07	4.1734E-08	8.21203E-07	2.16508E-07	5.13609E-07	8.2169E-07	1.59796E-07
